Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R,Est_Kp,Est_Kd
13858292,3881,-38,0,-685,-723,255,0,0.100,0.000
13861636,3895,-39,0,-25,-64,255,136,0.099,1.786
13864932,3880,-38,0,27,-11,211,189,0.100,1.800
13868284,3878,-37,0,3,-34,234,166,0.098,1.500
13871632,3891,-39,0,-23,-62,255,138,0.100,1.769
13874932,3890,-39,0,1,-38,237,163,0.100,1.000
13878232,3894,-39,0,-7,-46,246,154,0.099,1.750
13881584,3913,-41,0,-34,-75,255,125,0.099,1.789
13884932,3917,-41,0,-7,-48,248,152,0.098,1.750
13888232,3905,-40,0,21,-19,218,182,0.099,1.750
13891524,3904,-40,0,1,-39,238,162,0.099,1.000
13894884,3925,-42,0,-37,-79,255,120,0.099,1.762
13898188,3908,-40,0,30,-10,210,190,0.098,1.765
13901496,3954,-45,0,-82,-127,255,72,0.099,1.783
13904812,3895,-39,0,106,67,134,255,0.099,1.797
13908140,3856,-35,0,70,35,166,234,0.098,1.795
13921460,2939,56,0,421,477,0,255,0.100,0.459
13924808,2783,71,0,280,351,0,255,0.099,1.795
13928156,2772,72,0,19,91,108,255,0.099,1.727
13944800,2568,93,0,-9,84,116,255,0.100,-0.044
13948140,2564,93,0,7,100,100,255,0.099,1.750
13951480,2449,105,0,207,312,0,255,0.100,1.800
13968012,2480,102,0,46,148,52,255,0.100,-1.484
13971300,2493,100,0,-23,77,123,255,0.099,1.769
13974596,2535,96,0,-75,21,180,220,0.099,1.786
13991056,2557,94,0,-10,84,117,255,0.100,0.455
13994348,2563,93,0,-10,83,118,255,0.099,1.667
13997644,2514,98,0,88,186,14,255,0.099,1.796
14010816,2633,86,0,-48,38,162,238,0.099,0.403
14014108,2685,81,0,-93,-12,212,188,0.099,1.788
14017408,2768,73,0,-149,-76,255,124,0.100,1.795
14033952,3025,47,0,-129,-82,255,118,0.099,0.502
14037268,3044,45,0,-34,11,189,211,0.099,1.789
14040576,3071,42,0,-48,-6,205,195,0.098,1.778
14057124,3376,12,0,-57,-45,245,155,0.097,0.187
14060420,3424,7,0,-86,-79,255,122,0.092,1.792
14063720,3459,4,0,-63,-59,255,142,0.098,1.800
14083464,3538,-3,0,-21,-24,225,175,0.079,0.266
14086756,3518,-1,0,36,35,166,234,0.056,1.800
14106492,3518,-1,0,23,22,179,221,0.056,0.000
14109784,3524,-2,0,-10,-12,213,187,0.083,1.667
14122968,3518,-1,0,10,9,192,208,0.056,1.667
14126308,3524,-2,0,-10,-12,213,187,0.083,1.667
14129644,3524,-2,0,0,-2,202,198,0.083,0.000
14149536,3517,-1,0,0,-1,201,199,0.059,0.000
14152868,3518,-1,0,-1,-2,203,197,0.056,1.000
14172884,3517,-1,0,48,47,154,246,0.059,48.000
14176168,3506,0,0,19,19,181,219,-0.000,1.727
14196008,3564,-6,0,-36,-42,242,158,0.094,0.621
14199292,3661,-16,0,-174,-190,255,10,0.099,1.794
14215836,4081,-58,0,-108,-166,255,34,0.100,0.257
14219152,4221,-72,0,-252,-324,255,0,0.100,1.800
14238980,4315,-81,0,64,-17,216,184,0.099,-0.681
14242276,4265,-76,0,90,14,187,213,0.099,1.800
14255508,4000,-50,0,277,227,0,255,0.100,1.045
14258828,3939,-43,0,109,66,135,255,0.098,1.787
14262140,3793,-29,0,262,233,0,255,0.099,1.795
14285244,3530,-3,0,1,-2,201,199,0.100,0.004
14288540,3512,-1,0,32,31,169,231,0.083,1.778
14308280,3530,-3,0,-1,-4,204,196,0.100,0.056
14311628,3524,-2,0,10,8,192,208,0.083,1.667
14328140,3543,-4,0,-34,-38,238,162,0.093,1.789
14331428,3538,-3,0,9,6,195,205,0.079,1.800
14351204,3606,-10,0,0,-10,210,190,0.094,-0.000
14354496,3611,-11,0,-9,-20,220,180,0.099,1.800
14374236,3586,-8,0,18,10,191,209,0.093,0.720
14377528,3586,-8,0,0,-8,208,192,0.093,0.000
14393960,3550,-5,0,-12,-17,217,183,0.100,-0.333
14397252,3543,-4,0,12,8,192,208,0.093,1.714
14416984,3537,-3,0,-1,-4,205,195,0.081,-0.167
14420328,3530,-3,0,12,9,191,209,0.100,1.714
14443332,3552,-5,0,-3,-8,208,192,0.096,0.136
14446628,3550,-5,0,3,-2,201,199,0.100,1.500
14449920,3550,-5,0,0,-5,205,195,0.100,0.000
14463068,3550,-5,0,-1,-6,206,194,0.100,0.000
14466364,3557,-5,0,-12,-17,218,182,0.088,1.714
14486104,3550,-5,0,-12,-17,217,183,0.100,-1.714
14489396,3545,-4,0,9,5,196,204,0.089,1.800
14509160,3557,-5,0,-1,-6,207,193,0.088,0.083
14512456,3557,-5,0,0,-5,205,195,0.088,0.000
14515736,3535,-3,0,39,36,164,236,0.086,1.773
14532228,3540,-4,0,0,-4,204,196,0.100,-0.000
14535512,3540,-4,0,0,-4,204,196,0.100,0.000
14538804,3560,-6,0,-36,-42,242,158,0.100,1.800
14551980,3553,-5,0,-12,-17,217,183,0.094,-1.714
14555276,3552,-5,0,1,-4,203,197,0.096,1.000
14575048,3564,-6,0,3,-3,202,198,0.094,-0.250
14578344,3571,-7,0,-12,-19,219,181,0.099,1.714
14581640,3564,-6,0,12,6,194,206,0.094,1.714
14598112,3568,-6,0,-1,-7,208,192,0.088,0.250
14601420,3553,-5,0,27,22,179,221,0.094,1.800
14604712,3562,-6,0,-16,-22,222,178,0.097,1.778
14621176,3558,-5,0,-48,-53,254,146,0.086,-12.000
14624464,3538,-3,0,36,33,168,232,0.079,1.800
14627756,3534,-3,0,7,4,197,203,0.088,1.750
14644236,3518,-1,0,19,18,182,218,0.056,1.188
14647528,3518,-1,0,0,-1,201,199,0.056,0.000
14650856,3500,0,0,32,32,168,232,0.000,1.778
14667300,3359,14,0,77,91,109,255,0.099,0.546
14670608,3311,18,0,86,104,95,255,0.095,1.792
14673916,3275,22,0,64,86,113,255,0.098,1.778
14690504,3000,50,0,43,93,107,255,0.100,0.156
14693824,2948,55,0,93,148,52,255,0.100,1.788
14697144,2905,59,0,77,136,64,255,0.099,1.791
14710404,2569,93,0,180,273,0,255,0.100,0.536
14713712,2549,95,0,36,131,69,255,0.100,1.800
14717016,2524,97,0,45,142,58,255,0.099,1.800
14733496,2471,102,0,-9,93,107,255,0.099,-0.170
14736800,2448,105,0,41,146,54,255,0.100,1.783
14740096,2431,106,0,30,136,63,255,0.099,1.765
14756600,2447,105,0,-34,71,129,255,0.100,2.125
14759896,2471,102,0,-43,59,141,255,0.099,1.792
14763196,2440,106,0,55,161,39,255,0.100,1.774
14779680,2248,125,0,401,526,0,255,0.100,2.089
14782976,2193,130,0,99,229,0,255,0.099,1.800
14786264,2122,137,0,127,264,0,255,0.099,1.789
14802736,1630,187,0,108,295,0,255,0.100,0.220
14806036,1575,192,0,99,291,0,255,0.100,1.800
14809332,1535,196,0,72,268,0,255,0.100,1.800
14825788,1486,201,0,25,226,0,255,0.100,0.510
14829080,1474,202,0,21,223,0,255,0.100,1.750
14832368,1480,202,0,-10,192,9,255,0.100,1.667
14845576,1500,200,0,-21,179,22,255,0.100,1.050
14848864,1493,200,0,12,212,0,255,0.100,1.714
14852164,1493,200,0,0,200,0,255,0.100,0.000
14868624,1510,199,0,-97,102,99,255,0.100,5.706
14871960,1546,195,0,-64,131,70,255,0.100,1.778
14875248,1571,192,0,-45,147,53,255,0.100,1.800
14888400,1640,186,0,-19,167,34,255,0.100,0.275
14891688,1909,159,0,-484,-325,255,0,0.100,1.799
14894988,1996,150,0,-156,-6,206,194,0.100,1.793
14914964,1821,167,0,-19,148,52,255,0.099,-0.109
14918292,1911,158,0,-162,-4,203,197,0.099,1.800
14921624,1897,160,0,25,185,15,255,0.100,1.786
14934932,1815,168,0,14,182,18,255,0.100,0.171
14938260,1862,163,0,-84,79,121,255,0.100,1.787
14941580,1890,161,0,-50,111,90,255,0.100,1.786
14958224,1691,180,0,178,358,0,255,0.100,0.894
14961508,1664,183,0,48,231,0,255,0.100,1.778
14964848,1666,183,0,-3,180,21,255,0.100,1.500
14981436,1677,182,0,-127,55,146,254,0.100,11.545
14984764,1608,189,0,124,313,0,255,0.100,1.797
14988052,1624,187,0,-28,159,42,255,0.100,1.750
15001268,1588,191,0,37,228,0,255,0.100,1.028
15004556,1576,192,0,21,213,0,255,0.100,1.750
15007904,1566,193,0,18,211,0,255,0.100,1.800
15024400,1778,172,0,-86,86,115,255,0.100,0.406
15027732,2164,133,0,-694,-561,255,0,0.100,1.798
15031032,2413,108,0,-448,-340,255,0,0.099,1.799
15047544,2451,104,0,28,132,67,255,0.099,-0.737
15050848,2466,103,0,-27,76,124,255,0.100,1.800
15054148,2459,104,0,12,116,84,255,0.100,1.714
15073976,2459,104,0,-1,103,98,255,0.100,0.000
15077284,2457,104,0,3,107,93,255,0.100,1.500
15097136,2476,102,0,-16,86,114,255,0.100,0.842
15100432,2467,103,0,16,119,81,255,0.100,1.778
15113660,2772,72,0,-226,-154,255,47,0.099,0.741
15116976,2809,69,0,-66,3,198,202,0.100,1.784
15120296,3028,47,0,-394,-347,255,0,0.100,1.799
15140216,3418,8,0,-36,-28,227,173,0.098,0.092
15143528,3430,7,0,-21,-14,214,186,0.100,1.750
15156784,3398,10,0,-16,-6,205,195,0.098,-0.500
15160104,3428,7,0,-54,-47,246,154,0.097,1.800
15163424,3389,11,0,70,81,119,255,0.099,1.795
15186700,2540,96,0,205,301,0,255,0.100,0.241
15190012,2500,100,0,72,172,28,255,0.100,1.800
15209852,2491,100,0,0,100,100,255,0.099,0.000
15213152,2482,101,0,16,117,82,255,0.099,1.778
15229680,2552,94,0,-93,1,199,201,0.099,1.329
15232992,2654,84,0,-183,-99,255,102,0.099,1.794
15252968,3407,9,0,30,39,161,239,0.097,-0.040
15256284,3434,6,0,-48,-42,242,158,0.091,1.778
15276148,3529,-2,0,-36,-38,238,162,0.069,0.379
15279460,3520,-2,0,16,14,186,214,0.100,1.778
15299352,3397,10,0,99,109,91,255,0.097,0.805
15302680,3428,7,0,-55,-48,248,152,0.097,1.774
15319312,3123,37,0,64,101,98,255,0.098,0.210
15322636,3637,-13,0,-925,-938,255,0,0.095,1.800
15342624,2757,74,0,-3,71,130,255,0.100,-0.003
15345956,2777,72,0,-36,36,164,236,0.100,1.800
15362568,3098,40,0,-176,-136,255,64,0.100,0.548
15365896,3191,30,0,-167,-137,255,64,0.097,1.796
15389160,3470,3,0,-73,-70,255,130,0.100,0.262
15392476,3480,2,0,-18,-16,216,184,0.100,1.800
15409068,3455,4,0,1,5,194,206,0.089,0.040
15412396,3434,6,0,37,43,156,244,0.091,1.762
15432320,3363,13,0,117,130,70,255,0.095,1.648
15435644,3312,18,0,91,109,90,255,0.096,1.784
15455620,3135,36,0,-12,24,177,223,0.099,-0.068
15458948,3156,34,0,-37,-3,203,197,0.099,1.762
15475568,3343,15,0,16,31,169,231,0.096,-0.086
15478892,3368,13,0,-45,-32,231,169,0.098,1.800
15498728,3545,-4,0,0,-4,204,196,0.089,-0.000
15502012,3545,-4,0,0,-4,204,196,0.089,0.000
15521784,3550,-5,0,-9,-14,214,186,0.100,1.800
15525080,3550,-5,0,0,-5,205,195,0.100,0.000
15544844,3528,-2,0,-39,-41,242,158,0.071,-1.773
15548144,3542,-4,0,-25,-29,229,171,0.095,1.786
15568076,2825,67,0,315,382,0,255,0.099,0.439
15571392,2636,86,0,340,426,0,255,0.100,1.799
15574700,2473,102,0,293,395,0,255,0.099,1.798
15591204,2440,106,0,-79,27,174,226,0.100,-2.394
15611060,1683,181,0,109,290,0,255,0.100,0.144
15614404,1624,187,0,106,293,0,255,0.100,1.797
15634212,1365,213,0,214,427,0,255,0.100,0.826
15637524,1213,228,0,273,501,0,255,0.100,1.796
15640824,962,253,0,451,704,0,255,0.100,1.797
15657516,554,294,0,100,394,0,255,0.100,0.245
15660816,507,299,0,84,383,0,255,0.100,1.787
15664120,449,305,0,104,409,0,255,0.100,1.793
15680612,482,301,0,21,322,0,255,0.100,-0.636
15683912,469,303,0,23,326,0,255,0.100,1.769
15687212,456,304,0,23,327,0,255,0.100,1.769
15700436,456,304,0,34,338,0,255,0.100,0.000
15703740,482,301,0,-46,255,0,255,0.100,1.769
15707024,474,302,0,14,316,0,255,0.100,1.750
15726860,352,314,0,77,391,0,255,0.100,0.631
15730168,483,301,0,-235,66,135,255,0.100,1.794
15733472,468,303,0,27,330,0,255,0.100,1.800
15746716,240,326,0,147,473,0,255,0.100,0.645
15750032,57,344,0,329,673,0,255,0.100,1.798
15753352,158,334,0,-181,153,48,255,0.100,1.792
15769924,0,350,0,0,350,0,255,0.100,0.000
15773236,60,344,0,-108,236,0,255,0.100,1.800
15776556,60,344,0,0,344,0,255,0.100,0.000
15793172,0,350,0,0,350,0,255,0.100,0.000
15796484,0,350,0,0,350,0,255,0.100,0.000
15799800,0,350,0,0,350,0,255,0.100,0.000
15816388,0,350,0,0,350,0,255,0.100,0.000
15819716,0,350,0,0,350,0,255,0.100,0.000
15823044,0,350,0,0,350,0,255,0.100,0.000
15836324,0,350,0,0,350,0,255,0.100,0.000
15839636,0,350,0,0,350,0,255,0.100,0.000
15842952,0,350,0,0,350,0,255,0.100,0.000
15859520,494,300,0,-104,196,4,255,0.100,0.211
15862824,500,300,0,-10,290,0,255,0.100,1.667
15866172,469,303,0,55,358,0,255,0.100,1.774
15882728,500,300,0,0,300,0,255,0.100,-0.000
15886008,500,300,0,0,300,0,255,0.100,0.000
15889292,500,300,0,0,300,0,255,0.100,0.000
15905992,1370,213,0,-329,-116,255,84,0.100,0.378
15909336,1500,200,0,-234,-34,234,166,0.100,1.800
15912620,1449,205,0,91,296,0,255,0.100,1.784
15929208,1574,192,0,-124,68,132,255,0.100,0.992
15932504,1808,169,0,-421,-252,255,0,0.100,1.799
15935848,2162,133,0,-637,-504,255,0,0.099,1.799
15949104,2500,100,0,0,100,100,255,0.100,-0.000
15952424,2487,101,0,23,124,76,255,0.100,1.769
15955708,2500,100,0,-23,77,124,255,0.100,1.769
15972236,2456,104,0,23,127,73,255,0.100,0.523
15975532,2456,104,0,0,104,96,255,0.100,0.000
15978816,2456,104,0,0,104,96,255,0.100,0.000
15995348,2500,100,0,0,100,100,255,0.100,-0.000
15998620,2500,100,0,0,100,100,255,0.100,0.000
16001896,2500,100,0,0,100,100,255,0.100,0.000
16018396,2530,97,0,-45,52,148,252,0.100,1.500
16021684,2579,92,0,-88,4,197,203,0.100,1.796
16024976,2668,83,0,-160,-77,255,124,0.100,1.798
16041516,3345,15,0,-306,-291,255,0,0.097,0.452
16044816,3488,1,0,-257,-256,255,0,0.083,1.797
16048108,3500,0,0,-21,-21,221,179,0.000,1.750
16061312,3500,0,0,0,0,200,200,0.000,0.000
16064576,3498,0,0,3,3,197,203,0.000,1.500
16067908,3498,0,0,0,0,200,200,0.000,0.000
16084388,3469,3,0,55,58,142,255,0.097,1.897
16087724,3397,10,0,129,139,61,255,0.097,1.792
16091016,3279,22,0,212,234,0,255,0.100,1.797
16107572,2564,93,0,241,334,0,255,0.099,0.337
16110868,2500,100,0,115,215,0,255,0.100,1.797
16114200,2505,99,0,-9,90,110,255,0.099,1.800
16134016,2500,100,0,0,100,100,255,0.100,0.000
16137292,2500,100,0,0,100,100,255,0.100,0.000
16150508,2512,98,0,0,98,102,255,0.099,-0.000
16153836,2512,98,0,0,98,102,255,0.099,0.000
16157164,2543,95,0,-55,40,161,239,0.099,1.774
16173676,3206,29,0,-414,-385,255,0,0.099,0.624
16176988,3361,13,0,-279,-266,255,0,0.094,1.800
16180296,3475,2,0,-205,-203,255,0,0.080,1.798
16200144,3344,15,0,280,295,0,255,0.096,2.137
16203484,3500,0,0,-280,-280,255,0,0.000,1.795
0,3518,-1,0,-32,-33,178,13,0.056,1.778
16223380,3500,0,0,10,10,190,210,0.000,0.556
16226704,3500,0,0,0,0,200,200,0.000,0.000
16246528,3383,11,0,210,221,0,255,0.094,1.795
16249808,3506,0,0,-221,-221,255,0,-0.000,1.797
16266296,3346,15,0,108,123,77,255,0.097,0.675
16269596,3304,19,0,75,94,105,255,0.097,1.786
16289440,3023,47,0,39,86,113,255,0.099,0.139
16292752,3023,47,0,0,47,153,247,0.099,0.000
16312608,3214,28,0,-109,-81,255,119,0.098,0.571
16315920,3288,21,0,-133,-112,255,88,0.099,1.797
16332420,3517,-1,0,-19,-20,221,179,0.059,0.083
16335704,3517,-1,0,0,-1,201,199,0.059,0.000
16355544,3537,-3,0,-45,-48,248,152,0.081,2.250
16358832,3530,-3,0,12,9,191,209,0.100,1.714
16378636,3523,-2,0,1,-1,200,200,0.087,0.143
16381920,3524,-2,0,-1,-3,204,196,0.083,1.000
16401732,3442,5,0,68,73,126,255,0.086,0.829
16405028,3376,12,0,118,130,69,255,0.097,1.788
16424876,3232,26,0,-5,21,179,221,0.097,-0.035
16428192,3226,27,0,10,37,162,238,0.099,1.667
16444728,3304,19,0,-14,5,195,205,0.097,0.179
16448028,3371,12,0,-120,-108,255,93,0.093,1.791
16471068,3530,-3,0,0,-3,203,197,0.100,-0.000
16474344,3537,-3,0,-12,-15,216,184,0.081,1.714
16490840,3532,-3,0,32,29,171,229,0.094,6.400
16494132,3539,-3,0,-12,-15,216,184,0.077,1.714
16513876,3525,-2,0,0,-2,202,198,0.080,0.000
16517160,3531,-3,0,-10,-13,213,187,0.097,1.667
16536916,3484,1,0,16,17,183,217,0.062,0.340
16540212,3459,4,0,45,49,151,249,0.098,1.800
16556740,3223,27,0,93,120,79,255,0.097,0.394
16560052,3175,32,0,86,118,82,255,0.098,1.792
16583272,3293,20,0,-86,-66,255,135,0.097,0.729
16586584,3326,17,0,-59,-42,242,158,0.098,1.788
16589900,3379,12,0,-95,-83,255,117,0.099,1.792
16603184,3523,-2,0,7,5,196,204,0.087,-0.049
16606516,3523,-2,0,0,-2,202,198,0.087,0.000
16626348,3550,-5,0,-25,-30,230,170,0.100,0.926
16629640,3538,-3,0,21,18,183,217,0.079,1.750
16632944,3544,-4,0,-10,-14,215,185,0.091,1.667
16649420,3533,-3,0,-1,-4,205,195,0.091,-0.091
16652720,3534,-3,0,-1,-4,205,195,0.088,1.000
16656016,3540,-4,0,-10,-14,214,186,0.100,1.667
16672492,3526,-2,0,12,10,191,209,0.077,0.857
16675792,3519,-1,0,12,11,190,210,0.053,1.714
16679092,3520,-2,0,-1,-3,203,197,0.100,1.000
16695584,3421,7,0,142,149,50,255,0.089,1.434
16698892,3500,0,0,-142,-142,255,58,0.000,1.797
16702180,3492,0,0,14,14,185,215,0.000,1.750
16715376,3500,0,0,-14,-14,214,186,0.000,1.750
16718664,3514,-1,0,-25,-26,226,174,0.071,1.786
16721972,3513,-1,0,1,0,200,200,0.077,1.000
16738452,3506,0,0,25,25,176,224,-0.000,3.571
16741748,3513,-1,0,-12,-13,213,187,0.077,1.714
16745044,3520,-2,0,-12,-14,214,186,0.100,1.714
16761524,3527,-2,0,0,-2,202,198,0.074,-0.000
16764816,3515,-1,0,21,20,180,220,0.067,1.750
16768120,3521,-2,0,-10,-12,212,188,0.095,1.667
16781308,3534,-3,0,-10,-13,214,186,0.088,0.769
16784612,3528,-2,0,10,8,193,207,0.071,1.667
16787908,3534,-3,0,-10,-13,214,186,0.088,1.667
16807720,3483,1,0,-12,-11,210,190,0.059,-0.235
16811040,3500,0,0,-30,-30,230,170,0.000,1.765
16814332,3491,0,0,16,16,183,217,0.000,1.778
16827556,3468,3,0,0,3,197,203,0.094,0.000
16830848,3468,3,0,0,3,197,203,0.094,0.000
16834136,3460,4,0,14,18,182,218,0.100,1.750
16850624,3454,4,0,0,4,196,204,0.087,0.000
16853912,3461,3,0,-12,-9,208,192,0.077,1.714
16857216,3469,3,0,-14,-11,211,189,0.097,1.750
1,3469,364,-29951,-17494,-47081,157,13,11.742,0.000
16876992,3477,2,0,14,16,184,216,0.087,-1.750
16880288,3471,2,0,10,12,187,213,0.069,1.667
16896760,3477,2,0,1,3,196,204,0.087,-0.167
16900056,3476,2,0,1,3,196,204,0.083,1.000
16903360,3470,3,0,10,13,187,213,0.100,1.667
16916552,3485,1,0,-1,0,200,200,0.067,0.067
16919844,3485,1,0,0,1,199,201,0.067,0.000
16923132,3484,1,0,1,2,197,203,0.062,1.000
16939636,3483,1,0,-12,-11,210,190,0.059,-12.000
16942940,3476,2,0,12,14,185,215,0.083,1.714
16946248,3482,1,0,-10,-9,208,192,0.056,1.667
16966052,3475,2,0,-3,-1,201,199,0.080,-0.429
16969356,3484,1,0,-16,-15,214,186,0.062,1.778
16972664,3475,2,0,16,18,182,218,0.080,1.778
16985868,3475,2,0,0,2,198,202,0.080,0.000
16989164,3476,2,0,-1,1,200,200,0.083,1.000
16992472,3476,2,0,0,2,198,202,0.083,0.000
17008980,3484,1,0,-18,-17,216,184,0.062,2.250
17012280,3484,1,0,0,1,199,201,0.062,0.000
17015572,3484,1,0,0,1,199,201,0.062,0.000
17032072,3555,-5,0,-115,-120,255,80,0.091,1.620
17035392,3491,0,0,115,115,84,255,0.000,1.797
17038696,3483,1,0,14,15,184,216,0.059,1.750
17051908,3507,0,0,-43,-43,243,157,-0.000,1.792
17055212,3507,0,0,0,0,200,200,-0.000,0.000
17058496,3515,-1,0,-14,-15,215,185,0.067,1.750
17074992,3529,-2,0,25,23,178,222,0.069,-1.786
17078296,3521,-2,0,14,12,188,212,0.095,1.750
17081588,3522,-2,0,-1,-3,204,196,0.091,1.000
17098080,3522,-2,0,-1,-3,204,196,0.091,0.000
17101380,3522,-2,0,0,-2,202,198,0.091,0.000
17104668,3522,-2,0,0,-2,202,198,0.091,0.000
17124432,3473,2,0,48,50,149,251,0.074,0.980
17127736,3474,2,0,-1,1,200,200,0.077,1.000
17147576,3406,9,0,39,48,151,249,0.096,0.574
17150884,3417,8,0,-19,-11,211,189,0.096,1.727
17164112,3372,12,0,19,31,168,232,0.094,0.422
17167428,3375,12,0,-5,7,193,207,0.096,1.667
17170732,3370,13,0,9,22,178,222,0.100,1.800
17190584,3433,6,0,-5,1,199,201,0.090,0.079
17193892,3457,4,0,-43,-39,238,162,0.093,1.792
17213700,3548,-4,0,-14,-18,219,181,0.083,0.154
17216992,3549,-4,0,-1,-5,206,194,0.082,1.000
17236760,3535,-3,0,-1,-4,205,195,0.086,-0.071
17240060,3527,-2,0,14,12,189,211,0.074,1.750
17259884,3162,33,0,32,65,134,255,0.098,0.088
17263204,3162,33,0,0,33,167,233,0.098,0.000
17279772,3240,26,0,-63,-37,237,163,0.100,0.808
17283092,3268,23,0,-50,-27,227,173,0.099,1.786
17303000,2531,96,0,131,227,0,255,0.099,0.178
17306284,2530,97,0,1,98,102,255,0.100,1.000
17322860,2449,105,0,91,196,4,255,0.100,1.123
17326148,2342,115,0,192,307,0,255,0.099,1.794
17345992,1524,197,0,-43,154,46,255,0.100,-0.053
17349328,1512,198,0,21,219,0,255,0.100,1.750
17369248,1480,202,0,12,214,0,255,0.100,0.375
17372588,1487,201,0,-12,189,12,255,0.100,1.714
17392344,1527,197,0,0,197,3,255,0.100,-0.000
17395624,1493,200,0,61,261,0,255,0.100,1.794
17415428,1472,202,0,36,238,0,255,0.100,1.714
17418720,1493,200,0,-37,163,38,255,0.100,1.762
17438528,1354,214,0,115,329,0,255,0.100,0.827
17441844,1314,218,0,72,290,0,255,0.100,1.800
17461704,1346,215,0,-9,206,0,255,0.100,0.281
17465008,1530,197,0,-331,-134,255,66,0.100,1.799
17484828,1136,236,0,63,299,0,255,0.100,0.160
17488172,1112,238,0,43,281,0,255,0.100,1.792
17491508,1095,240,0,30,270,0,255,0.100,1.765
17504844,1001,249,0,52,301,0,255,0.100,0.553
17508176,990,251,0,19,270,0,255,0.100,1.727
17528156,972,252,0,-34,218,0,255,0.100,-1.889
17531484,981,251,0,-16,235,0,255,0.100,1.778
17551376,1242,225,0,-70,155,45,255,0.100,0.268
17554664,1319,218,0,-138,80,121,255,0.100,1.792
17557956,1398,210,0,-142,68,132,255,0.100,1.797
17574416,1500,200,0,23,223,0,255,0.100,-0.225
17577712,1507,199,0,-12,187,14,255,0.100,1.714
17581008,1500,200,0,12,212,0,255,0.100,1.714
17594180,1762,173,0,-196,-23,222,178,0.100,0.748
17597472,1899,160,0,-246,-86,255,114,0.100,1.796
17617320,2450,105,0,7,112,88,255,0.100,-0.013
17620616,2471,102,0,-37,65,135,255,0.099,1.762
17623912,2477,102,0,-10,92,109,255,0.100,1.667
17640400,2487,101,0,-14,87,114,255,0.100,1.400
17643696,2480,102,0,12,114,86,255,0.100,1.714
17646984,2466,103,0,25,128,72,255,0.100,1.786
17660136,2506,99,0,-46,53,148,252,0.100,1.150
17663424,2473,102,0,59,161,38,255,0.099,1.788
17686480,2493,100,0,34,134,66,255,0.099,-1.700
17689784,2493,100,0,0,100,100,255,0.099,0.000
17693068,2493,100,0,0,100,100,255,0.099,0.000
17706244,2493,100,0,0,100,100,255,0.099,0.000
17709528,2506,99,0,-23,76,124,255,0.100,1.769
17712820,2546,95,0,-72,23,177,223,0.100,1.800
17752468,3520,-2,0,21,19,181,219,0.100,-0.022
17755756,3526,-2,0,-10,-12,213,187,0.077,1.667
17759048,3526,-2,0,0,-2,202,198,0.077,0.000
17775492,3349,15,0,162,177,23,255,0.099,0.915
17778804,3305,19,0,79,98,102,255,0.097,1.795
17782108,3275,22,0,54,76,124,255,0.098,1.800
17798688,2514,98,0,151,249,0,255,0.099,0.198
17801984,2500,100,0,25,125,75,255,0.100,1.786
17805280,2487,101,0,23,124,76,255,0.100,1.769
17821740,2486,101,0,-21,80,121,255,0.100,-21.000
17825032,2479,102,0,12,114,86,255,0.100,1.714
17828320,2480,102,0,-1,101,100,255,0.100,1.000
17844808,2610,89,0,-100,-11,211,189,0.100,0.769
17848104,2621,87,0,-19,68,132,255,0.099,1.727
17851416,2735,76,0,-205,-129,255,72,0.099,1.798
17864684,3450,5,0,-336,-331,255,0,0.100,0.470
17868000,3493,0,0,-77,-77,255,124,0.000,1.791
17871292,3513,-1,0,-36,-37,237,163,0.077,1.800
17887760,3534,-3,0,-12,-15,216,184,0.088,0.571
17891056,3535,-3,0,-1,-4,205,195,0.086,1.000
17894356,3520,-2,0,27,25,175,225,0.100,1.800
17910824,3521,-2,0,0,-2,202,198,0.095,-0.000
17914112,3478,2,0,77,79,121,255,0.091,1.791
17917408,3522,-2,0,-79,-81,255,119,0.091,1.795
17933920,3161,33,0,142,175,24,255,0.097,0.393
17937232,3095,40,0,118,158,41,255,0.099,1.788
17940556,2905,59,0,342,401,0,255,0.099,1.800
17953816,2676,82,0,39,121,78,255,0.100,0.170
17957120,2662,83,0,25,108,91,255,0.099,1.786
17976976,2847,65,0,-145,-80,255,120,0.100,0.784
17980292,2889,61,0,-75,-14,214,186,0.100,1.786
17983616,3000,50,0,-199,-149,255,51,0.100,1.793
18000188,3507,0,0,-120,-120,255,79,-0.000,0.237
18003492,3522,-2,0,-27,-29,229,171,0.091,1.800
18006788,3514,-1,0,14,13,187,213,0.071,1.750
18019972,3536,-3,0,0,-3,203,197,0.083,-0.000
18023260,3522,-2,0,25,23,178,222,0.091,1.786
18026560,3522,-2,0,0,-2,202,198,0.091,0.000
18043040,3522,-2,0,-12,-14,214,186,0.091,0.000
18046336,3515,-1,0,12,11,189,211,0.067,1.714
18049636,3500,0,0,27,27,173,227,0.000,1.800
18066140,3344,15,0,84,99,100,255,0.096,0.538
18069448,3270,23,0,133,156,44,255,0.100,1.797
18072760,3233,26,0,66,92,107,255,0.097,1.784
18089360,2922,57,0,41,98,101,255,0.099,0.132
18092680,2759,74,0,293,367,0,255,0.100,1.798
18096000,2707,79,0,93,172,28,255,0.100,1.788
18115820,2487,101,0,111,212,0,255,0.100,0.505
18119108,2449,105,0,68,173,27,255,0.100,1.789
