Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R,Est_Kp,Est_Kd
32894048,3299,20,0,-97,-77,255,123,0.100,1.796
32910600,3521,-2,0,-82,-84,255,116,0.095,0.369
32913896,3529,-2,0,-14,-16,217,183,0.069,1.750
32917192,3500,0,0,52,52,148,252,0.000,1.793
32933672,3470,3,0,23,26,174,226,0.100,0.767
32936972,3313,18,0,282,300,0,255,0.096,1.796
32940272,3468,3,0,-279,-276,255,0,0.094,1.800
32956728,3507,0,0,-12,-12,213,187,-0.000,0.308
32960020,3461,3,0,82,85,114,255,0.077,1.783
32963308,3500,0,0,-70,-70,255,130,0.000,1.795
32979904,2487,101,0,135,236,0,255,0.100,0.133
32983244,2481,101,0,10,111,88,255,0.099,1.667
32986580,2481,101,0,0,101,99,255,0.099,0.000
32999792,1609,189,0,286,475,0,255,0.100,0.328
33003128,1500,200,0,196,396,0,255,0.100,1.798
33006408,1500,200,0,0,200,0,255,0.100,0.000
33022904,1373,212,0,228,440,0,255,0.100,1.795
33026248,1128,237,0,441,678,0,255,0.100,1.800
33029588,833,266,0,531,797,0,255,0.100,1.800
33046232,455,304,0,23,327,0,255,0.100,0.061
33049524,449,305,0,10,315,0,255,0.100,1.667
33052824,592,290,0,-257,33,167,233,0.100,1.797
33069356,481,301,0,10,311,0,255,0.100,0.090
33072696,475,302,0,10,312,0,255,0.100,1.667
33075988,469,303,0,10,313,0,255,0.100,1.667
33092532,468,303,0,1,304,0,255,0.100,1.000
33095876,456,304,0,21,325,0,255,0.100,1.750
33099168,468,303,0,-21,282,0,255,0.100,1.750
33112424,455,304,0,25,329,0,255,0.100,1.923
33115716,428,307,0,48,355,0,255,0.100,1.778
33119012,420,308,0,14,322,0,255,0.100,1.750
33135508,426,307,0,-10,297,0,255,0.100,1.667
33138812,435,306,0,-16,290,0,255,0.100,1.778
33142108,485,301,0,-90,211,0,255,0.100,1.800
33158664,909,259,0,-55,204,0,255,0.100,0.130
33162000,771,272,0,248,520,0,255,0.100,1.797
33165340,824,267,0,-95,172,28,255,0.100,1.792
33185284,907,259,0,-18,241,0,255,0.100,0.217
33188608,898,260,0,16,276,0,255,0.100,1.778
33201912,1022,247,0,-37,210,0,255,0.100,0.298
33205244,1044,245,0,-39,206,0,255,0.100,1.773
33208584,1108,239,0,-115,124,76,255,0.100,1.797
33225128,1326,217,0,-115,102,98,255,0.100,0.528
33228420,1388,211,0,-111,100,101,255,0.100,1.790
33231712,1429,207,0,-73,134,67,255,0.100,1.780
33251484,1621,187,0,-66,121,79,255,0.100,0.344
33254776,1632,186,0,-19,167,33,255,0.100,1.727
33274552,1860,164,0,-55,109,92,255,0.100,0.241
33277884,1894,160,0,-61,99,101,255,0.100,1.794
33297788,2376,112,0,-151,-39,238,162,0.100,0.313
33301076,2400,110,0,-43,67,134,255,0.100,1.792
33320864,2469,103,0,-23,80,121,255,0.100,0.333
33324164,2456,104,0,23,127,73,255,0.100,1.769
33340644,2472,102,0,-10,92,108,255,0.099,0.625
33343936,2480,102,0,-14,88,113,255,0.100,1.750
33363696,2467,103,0,-48,55,146,254,0.100,-3.692
33366984,2474,102,0,-12,90,110,255,0.099,1.714
33383436,2521,97,0,-50,47,153,247,0.099,1.064
33386724,2528,97,0,-12,85,116,255,0.100,1.714
33409796,2446,105,0,57,162,37,255,0.100,0.695
33413088,2479,102,0,-59,43,158,242,0.100,1.788
33432864,2480,102,0,10,112,88,255,0.100,-10.000
33436156,2479,102,0,1,103,97,255,0.100,1.000
33452668,3040,46,0,-399,-353,255,0,0.100,0.711
33455988,3222,27,0,-327,-300,255,0,0.097,1.797
33475792,3532,-3,0,-12,-15,215,185,0.094,0.039
33479080,3525,-2,0,12,10,190,210,0.080,1.714
33498824,3526,-2,0,10,8,192,208,0.077,-10.000
33502116,3524,-2,0,3,1,199,201,0.083,1.500
33521908,3200,30,0,149,179,21,255,0.100,0.460
33525220,3000,50,0,360,410,0,255,0.100,1.800
33564820,2492,100,0,0,100,100,255,0.099,0.000
33568104,2514,98,0,-39,59,141,255,0.099,1.773
33587920,2881,61,0,-190,-129,255,72,0.099,0.518
33591236,3027,47,0,-262,-215,255,0,0.099,1.795
33611080,3500,0,0,10,10,190,210,0.000,-0.021
33614360,3506,0,0,-10,-10,211,189,-0.000,1.667
33617648,3527,-2,0,-37,-39,240,160,0.074,1.762
33634108,3529,-2,0,-16,-18,219,181,0.069,8.000
33637408,3485,1,0,79,80,120,255,0.067,1.795
33640708,3463,3,0,39,42,157,243,0.081,1.773
33657228,3141,35,0,102,137,62,255,0.097,0.317
33660544,2975,52,0,298,350,0,255,0.099,1.795
33663868,2862,63,0,203,266,0,255,0.099,1.796
33677108,2514,98,0,41,139,60,255,0.099,0.118
33680408,2493,100,0,37,137,62,255,0.099,1.762
33683700,2493,100,0,0,100,100,255,0.099,0.000
33703436,2493,100,0,12,112,87,255,0.099,0.000
33706732,2507,99,0,-25,74,126,255,0.100,1.786
33710028,2533,96,0,-46,50,151,249,0.099,1.769
33723272,2923,57,0,-136,-79,255,121,0.099,0.349
33726600,3101,39,0,-320,-281,255,0,0.098,1.798
33729924,3219,28,0,-212,-184,255,16,0.100,1.797
33746464,3521,-2,0,-12,-14,214,186,0.095,0.040
33749760,3522,-2,0,-1,-3,204,196,0.091,1.000
33753060,3514,-1,0,14,13,187,213,0.071,1.750
33769548,3521,-2,0,14,12,188,212,0.095,-2.000
33772840,3515,-1,0,10,9,191,209,0.067,1.667
33776136,3514,-1,0,1,0,200,200,0.071,1.000
33792604,3515,-1,0,0,-1,201,199,0.067,-0.000
33795896,3500,0,0,27,27,173,227,0.000,1.800
33799192,3491,0,0,16,16,183,217,0.000,1.778
33815688,3485,1,0,12,13,186,214,0.067,2.000
33818988,3456,4,0,52,56,144,255,0.091,1.793
33822284,3445,5,0,19,24,175,225,0.091,1.727
33835532,3219,28,0,91,119,81,255,0.100,0.403
33838848,3187,31,0,57,88,112,255,0.099,1.781
33842164,3023,47,0,295,342,0,255,0.099,1.799
33858764,2509,99,0,10,109,91,255,0.100,0.019
33862052,2516,98,0,-12,86,115,255,0.100,1.714
33865396,2517,98,0,-1,97,104,255,0.100,1.000
33878552,2448,105,0,149,254,0,255,0.100,2.159
33881852,2310,119,0,248,367,0,255,0.100,1.797
33885156,2104,139,0,370,509,0,255,0.100,1.796
33904956,1492,200,0,0,200,0,255,0.100,0.000
33908244,1500,200,0,-14,186,15,255,0.100,1.750
33911540,1430,207,0,126,333,0,255,0.100,1.800
33924712,1500,200,0,-12,188,13,255,0.100,0.171
33928000,1485,201,0,27,228,0,255,0.100,1.800
33931304,1471,202,0,25,227,0,255,0.100,1.786
33947800,1120,238,0,138,376,0,255,0.100,0.393
33951136,1173,232,0,-95,137,63,255,0.100,1.792
33954468,983,251,0,342,593,0,255,0.100,1.800
33971108,816,268,0,52,320,0,255,0.100,0.311
33974444,772,272,0,79,351,0,255,0.100,1.795
33977768,733,276,0,70,346,0,255,0.100,1.795
33994456,614,288,0,7,295,0,255,0.100,0.059
33997748,604,289,0,18,307,0,255,0.100,1.800
34001092,600,290,0,7,297,0,255,0.100,1.750
34014352,608,289,0,-32,257,0,255,0.100,4.000
34017688,612,288,0,-7,281,0,255,0.100,1.750
34021028,612,288,0,0,288,0,255,0.100,0.000
34037696,762,273,0,-93,180,20,255,0.100,0.620
34041024,782,271,0,-36,235,0,255,0.100,1.800
34044352,824,267,0,-75,192,8,255,0.100,1.786
34060936,1111,238,0,-133,105,95,255,0.100,0.463
34064264,1411,208,0,-540,-332,255,0,0.100,1.800
34067612,1431,206,0,-36,170,30,255,0.100,1.800
34084164,1472,202,0,604,806,0,255,0.100,-14.732
34087464,1471,202,0,1,203,0,255,0.100,1.000
34090768,1458,204,0,23,227,0,255,0.100,1.769
34103956,1465,203,0,25,228,0,255,0.100,-3.571
34107256,1456,204,0,16,220,0,255,0.100,1.778
34110564,1442,205,0,25,230,0,255,0.100,1.786
34127068,1456,204,0,-16,188,12,255,0.100,1.143
34130364,1458,204,0,-3,201,0,255,0.100,1.500
34133660,1448,205,0,18,223,0,255,0.100,1.800
34150144,1468,203,0,-129,74,127,255,0.100,6.450
34153432,1471,202,0,-5,197,3,255,0.100,1.667
34156736,1533,196,0,-111,85,115,255,0.100,1.790
34169944,1666,183,0,-95,88,112,255,0.100,0.714
34173276,1675,182,0,-16,166,34,255,0.100,1.778
34176608,1694,180,0,-34,146,54,255,0.100,1.789
34199948,1783,171,0,-50,121,79,255,0.100,0.562
34203276,1828,167,0,-81,86,114,255,0.100,1.800
34216576,2090,141,0,-162,-21,221,179,0.100,0.618
34219900,2222,127,0,-237,-110,255,91,0.099,1.795
34223240,2318,118,0,-172,-54,254,146,0.100,1.792
34243016,2473,102,0,25,127,73,255,0.099,-0.161
34246300,2472,102,0,1,103,96,255,0.099,1.000
34259492,2434,106,0,-10,96,105,255,0.099,-0.263
34262788,2485,101,0,-91,10,191,209,0.100,1.784
34266076,2480,102,0,9,111,89,255,0.100,1.800
34289112,2536,96,0,0,96,104,255,0.100,-0.000
34292400,2507,99,0,52,151,49,255,0.100,1.793
34312168,2452,104,0,19,123,76,255,0.099,0.345
34315464,2455,104,0,-5,99,101,255,0.100,1.667
34331908,2486,101,0,1,102,97,255,0.100,-0.032
34335204,2487,101,0,-1,100,101,255,0.100,1.000
34354964,2604,89,0,-122,-33,232,168,0.099,1.043
34358260,2764,73,0,-288,-215,255,0,0.099,1.800
34378136,3480,2,0,-115,-113,255,87,0.100,0.161
34381428,3506,0,0,-46,-46,247,153,-0.000,1.769
34397912,3506,0,0,-23,-23,224,176,-0.000,0.000
34401192,3512,-1,0,-10,-11,211,189,0.083,1.667
34421020,3063,43,0,253,296,0,255,0.098,0.563
34424336,2979,52,0,151,203,0,255,0.100,1.798
34444144,2500,100,0,-12,88,113,255,0.100,-0.025
34447436,2499,100,0,1,101,99,255,0.100,1.000
34467292,2499,100,0,1,101,99,255,0.100,0.000
34470628,2493,100,0,10,110,89,255,0.099,1.667
34487196,2500,100,0,0,100,100,255,0.100,-0.000
34490524,2505,99,0,-9,90,110,255,0.099,1.800
34513676,3370,13,0,-316,-303,255,0,0.100,0.365
34516976,3487,1,0,-210,-209,255,0,0.077,1.795
34536876,3500,0,0,32,32,168,232,0.000,-2.462
34540192,3500,0,0,0,0,200,200,0.000,0.000
34543456,3500,0,0,0,0,200,200,0.000,0.000
34556604,3500,0,0,0,0,200,200,0.000,0.000
34559864,3500,0,0,0,0,200,200,0.000,0.000
34579600,3374,12,0,131,143,56,255,0.095,1.040
34582896,3320,18,0,97,115,85,255,0.100,1.796
34602752,2662,83,0,115,198,1,255,0.099,0.175
34606048,2596,90,0,118,208,0,255,0.100,1.788
34609352,2592,90,0,7,97,102,255,0.099,1.750
34625832,2690,81,0,-46,35,166,234,0.100,0.469
34629128,2788,71,0,-176,-105,255,95,0.100,1.796
34632432,2771,72,0,30,102,97,255,0.099,1.765
34648980,3319,18,0,-126,-108,255,93,0.099,0.230
34652288,3426,7,0,-192,-185,255,15,0.095,1.794
34655592,3480,2,0,-97,-95,255,105,0.100,1.796
34668788,3512,-1,0,10,9,191,209,0.083,-0.312
34672124,3518,-1,0,-10,-11,212,188,0.056,1.667
34675408,3506,0,0,21,21,180,220,-0.000,1.750
34691992,3292,20,0,185,205,0,255,0.096,0.864
34695300,3222,27,0,126,153,47,255,0.097,1.800
34698608,3118,38,0,187,225,0,255,0.099,1.798
34715160,2674,82,0,185,267,0,255,0.099,0.417
34718468,2673,82,0,1,83,116,255,0.099,1.000
34721772,2669,83,0,7,90,110,255,0.100,1.750
34738304,2809,69,0,-23,46,155,245,0.100,0.164
34741612,2881,61,0,-129,-68,255,133,0.099,1.792
34744920,2978,52,0,-174,-122,255,78,0.100,1.794
34758160,3325,17,0,-111,-94,255,106,0.097,0.320
34761460,3421,7,0,-172,-165,255,36,0.089,1.792
34764756,3467,3,0,-82,-79,255,121,0.091,1.783
34781308,3350,15,0,270,285,0,255,0.100,2.308
34784644,3518,-1,0,-302,-303,255,0,0.056,1.798
34787988,3511,-1,0,12,11,189,211,0.091,1.714
34804508,3511,-1,0,12,11,189,211,0.091,0.000
34807792,3500,0,0,19,19,181,219,0.000,1.727
34811120,3512,-1,0,-21,-22,222,178,0.083,1.750
34827624,3410,9,0,81,90,110,255,0.100,0.794
34830916,3352,14,0,104,118,81,255,0.095,1.793
34834212,3282,21,0,126,147,53,255,0.096,1.800
34850760,3000,50,0,79,129,71,255,0.100,0.280
34854072,2963,53,0,66,119,80,255,0.099,1.784
34857376,2965,53,0,-3,50,151,249,0.099,1.500
34873912,3059,44,0,-30,14,187,213,0.100,0.319
34877220,3099,40,0,-72,-32,231,169,0.100,1.800
34880532,3222,27,0,-221,-194,255,7,0.097,1.797
34897016,3506,0,0,-90,-90,255,110,-0.000,0.317
34900352,3501,0,0,9,9,192,208,-0.000,1.800
34903684,3500,0,0,1,1,199,201,0.000,1.000
34916912,3500,0,0,10,10,190,210,0.000,0.000
34920184,3865,-36,0,-657,-693,255,0,0.099,1.800
34923528,3500,0,0,657,657,0,255,0.000,1.800
34936880,3504,0,0,-7,-7,207,193,-0.000,1.750
34940220,3546,-4,0,-75,-79,255,120,0.087,1.786
34943528,3568,-6,0,-39,-45,246,154,0.088,1.773
34963452,3525,-2,0,-1,-3,204,196,0.080,-0.023
34966792,3531,-3,0,-10,-13,213,187,0.097,1.667
34970080,3534,-3,0,-5,-8,208,192,0.088,1.667
34986536,3424,7,0,70,77,123,255,0.092,0.636
34989832,3402,9,0,39,48,151,249,0.092,1.773
34993128,3394,10,0,14,24,175,225,0.094,1.750
35006344,3278,22,0,48,70,130,255,0.099,0.414
35009660,3258,24,0,36,60,140,255,0.099,1.800
35012960,3283,21,0,-45,-24,223,177,0.097,1.800
35029472,3405,9,0,-73,-64,255,136,0.095,0.598
35032768,3424,7,0,-34,-27,226,174,0.092,1.789
35036064,3462,3,0,-68,-65,255,136,0.079,1.789
35052500,3506,0,0,0,0,200,200,-0.000,-0.000
35055776,3513,-1,0,-12,-13,213,187,0.077,1.714
35059068,3519,-1,0,-10,-11,212,188,0.053,1.667
35075616,3524,-2,0,10,8,192,208,0.083,-2.000
35078896,3523,-2,0,1,-1,200,200,0.087,1.000
35082184,3524,-2,0,-1,-3,204,196,0.083,1.000
35095432,3517,-1,0,1,0,200,200,0.059,0.143
35098724,3511,-1,0,10,9,191,209,0.091,1.667
35102060,3493,0,0,32,32,167,233,0.000,1.778
35118556,3399,10,0,57,67,133,255,0.099,0.606
35121848,3370,13,0,52,65,135,255,0.100,1.793
35125144,3360,14,0,18,32,168,232,0.100,1.800
35141592,3425,7,0,-66,-59,255,141,0.093,1.015
35144888,3461,3,0,-64,-61,255,140,0.077,1.778
35148180,3475,2,0,-25,-23,222,178,0.080,1.786
35168072,3500,0,0,21,21,179,221,0.000,-0.840
35171348,3506,0,0,-10,-10,211,189,-0.000,1.667
35191256,3506,0,0,1,1,199,201,-0.000,0.000
35194540,3530,-3,0,-43,-46,246,154,0.100,1.792
35207692,3524,-2,0,36,34,167,233,0.083,6.000
35210972,3537,-3,0,-23,-26,227,173,0.081,1.769
35214260,3524,-2,0,23,21,179,221,0.083,1.769
35234132,3543,-4,0,12,8,192,208,0.093,-0.632
35237420,3530,-3,0,23,20,180,220,0.100,1.769
35257196,3518,-1,0,12,11,190,210,0.056,1.000
35260496,3511,-1,0,12,11,189,211,0.091,1.714
35280284,3524,-2,0,-10,-12,213,187,0.083,0.769
35283620,3511,-1,0,23,22,178,222,0.091,1.769
35303460,3536,-3,0,0,-3,203,197,0.083,-0.000
35306740,3530,-3,0,10,7,193,207,0.100,1.667
35323208,3467,3,0,-28,-25,225,175,0.091,-0.444
35326500,3465,3,0,3,6,193,207,0.086,1.500
35346292,3296,20,0,30,50,149,251,0.098,0.178
35349600,3278,22,0,32,54,146,254,0.099,1.778
35366120,3283,21,0,-59,-38,237,163,0.097,11.800
35369424,3341,15,0,-104,-89,255,112,0.094,1.793
35389196,3500,0,0,10,10,190,210,0.000,-0.063
35392480,3518,-1,0,-32,-33,234,166,0.056,1.778
35412312,3530,-3,0,12,9,191,209,0.100,-1.000
35415648,3537,-3,0,-12,-15,216,184,0.081,1.714
35435460,3531,-3,0,-3,-6,206,194,0.097,-0.500
35438804,3524,-2,0,12,10,190,210,0.083,1.714
35458588,3531,-3,0,10,7,193,207,0.097,-1.429
35461872,3537,-3,0,-10,-13,214,186,0.081,1.667
35481708,3431,6,0,45,51,149,251,0.087,0.425
35485004,3404,9,0,48,57,142,255,0.094,1.778
35501524,3270,23,0,34,57,143,255,0.100,0.254
35504832,3257,24,0,23,47,153,247,0.099,1.769
35527996,3437,6,0,-64,-58,255,142,0.095,0.356
35531300,3484,1,0,-84,-83,255,117,0.062,1.787
35534600,3513,-1,0,-52,-53,253,147,0.077,1.793
35547780,3536,-3,0,3,0,200,200,0.083,-0.130
35551080,3536,-3,0,0,-3,203,197,0.083,0.000
35570820,3533,-3,0,25,22,179,221,0.091,8.333
35574112,3513,-1,0,36,35,166,234,0.077,1.800
35593944,3511,-1,0,12,11,189,211,0.091,6.000
35597232,3506,0,0,9,9,192,208,-0.000,1.800
35600572,3512,-1,0,-10,-11,211,189,0.083,1.667
35617120,3179,32,0,153,185,15,255,0.100,0.459
35620432,3000,50,0,322,372,0,255,0.100,1.799
35623752,2875,62,0,225,287,0,255,0.099,1.800
35640268,2456,104,0,21,125,74,255,0.100,0.050
35643560,2449,105,0,12,117,83,255,0.100,1.714
35646896,2426,107,0,41,148,52,255,0.100,1.783
35660080,2431,106,0,-5,101,99,255,0.099,1.000
35663372,2444,105,0,-23,82,118,255,0.099,1.769
35666668,2438,106,0,10,116,83,255,0.100,1.667
35683164,1872,162,0,590,752,0,255,0.100,1.042
35686472,1694,180,0,320,500,0,255,0.100,1.798
35689772,1553,194,0,253,447,0,255,0.100,1.794
35706252,1479,202,0,1,203,0,255,0.100,0.014
35709556,1480,202,0,-1,201,0,255,0.100,1.000
35712856,1478,202,0,3,205,0,255,0.100,1.500
35729364,1507,199,0,-27,172,28,255,0.100,0.931
35732668,1444,205,0,113,318,0,255,0.100,1.794
35735972,1391,210,0,95,305,0,255,0.100,1.792
35752492,1127,237,0,81,318,0,255,0.100,0.307
35755792,1109,239,0,32,271,0,255,0.100,1.778
35759092,1109,239,0,0,239,0,255,0.100,0.000
35772364,1232,226,0,-46,180,20,255,0.100,0.374
35775708,1255,224,0,-41,183,17,255,0.100,1.783
35778996,1304,219,0,-88,131,69,255,0.100,1.796
35795448,1487,201,0,-34,167,33,255,0.100,0.186
35798736,1500,200,0,-23,177,24,255,0.100,1.769
35802028,1486,201,0,25,226,0,255,0.100,1.786
35818508,1465,203,0,25,228,0,255,0.100,1.190
35821804,1479,202,0,-25,177,24,255,0.100,1.786
35825096,1473,202,0,10,212,0,255,0.100,1.667
35838272,1559,194,0,-140,54,147,253,0.100,1.628
35841556,1661,183,0,-183,0,200,200,0.100,1.794
35844840,1823,167,0,-291,-124,255,77,0.100,1.796
35864648,2933,56,0,-390,-334,255,0,0.099,0.351
35867948,2673,82,0,468,550,0,255,0.099,1.800
35871252,2444,105,0,412,517,0,255,0.099,1.799
35887732,2447,105,0,293,398,0,255,0.100,-97.667
35891036,2469,103,0,-39,64,137,255,0.100,1.773
35894340,2419,108,0,90,198,2,255,0.100,1.800
35907560,1924,157,0,396,553,0,255,0.100,0.800
35910892,1884,161,0,72,233,0,255,0.100,1.800
35914208,1854,164,0,54,218,0,255,0.100,1.800
35930848,2041,145,0,19,164,35,255,0.099,-0.102
35934188,1995,150,0,82,232,0,255,0.100,1.783
35937536,1511,198,0,871,1069,0,255,0.100,1.800
35950796,1312,218,0,-50,168,32,255,0.100,-0.251
35954120,1690,181,0,-680,-499,255,0,0.100,1.799
35957460,1683,181,0,12,193,6,255,0.100,1.714
35977472,1727,177,0,34,211,0,255,0.100,-0.773
35980816,1494,200,0,419,619,0,255,0.100,1.798
35984160,1401,209,0,167,376,0,255,0.100,1.796
36000628,1500,200,0,-14,186,15,255,0.100,0.141
36003924,1485,201,0,27,228,0,255,0.100,1.800
36007220,1485,201,0,0,201,0,255,0.100,0.000
36020396,2030,147,0,-165,-18,218,182,0.100,0.303
36023744,1547,195,0,869,1064,0,255,0.100,1.799
36027040,1558,194,0,-19,175,26,255,0.100,1.727
36043508,1805,169,0,-196,-27,226,174,0.100,0.794
36046800,2029,147,0,-403,-256,255,0,0.100,1.799
36050108,2172,132,0,-257,-125,255,76,0.099,1.797
36066612,2468,103,0,10,113,86,255,0.100,-0.034
36069908,2458,104,0,18,122,78,255,0.100,1.800
36073212,2458,104,0,0,104,96,255,0.100,0.000
36086428,2467,103,0,14,117,83,255,0.100,-1.556
36089732,2468,103,0,-1,102,99,255,0.100,1.000
36093044,2474,102,0,-10,92,109,255,0.099,1.667
36109548,2484,101,0,-16,85,115,255,0.099,1.600
36112852,2538,96,0,-97,-1,200,200,0.100,1.796
36116148,2903,59,0,-657,-598,255,0,0.099,1.800
36132708,2854,64,0,-189,-125,255,76,0.099,-3.857
36136032,3025,47,0,-307,-260,255,0,0.099,1.795
36139356,3227,27,0,-363,-336,255,0,0.099,1.797
36159248,3390,11,0,-1,10,191,209,0.100,0.006
36162572,3381,11,0,16,27,172,228,0.092,1.778
36175828,3441,5,0,36,41,159,241,0.085,-0.600
36179140,3403,9,0,68,77,122,255,0.093,1.789
36182456,3296,20,0,192,212,0,255,0.098,1.794
36199096,2519,98,0,181,279,0,255,0.100,0.233
36202412,2491,100,0,50,150,49,255,0.099,1.786
36205724,2490,101,0,1,102,98,255,0.100,1.000
36225560,2463,103,0,36,139,61,255,0.099,1.333
36228868,2463,103,0,0,103,97,255,0.099,0.000
36248700,2482,101,0,-16,85,115,255,0.099,0.842
36252008,2491,100,0,-16,84,116,255,0.099,1.778
36271892,3132,36,0,-460,-424,255,0,0.098,0.718
36275236,3218,28,0,-154,-126,255,74,0.099,1.791
36291844,3500,0,0,0,0,200,200,0.000,-0.000
36295136,3509,0,0,-16,-16,217,183,-0.000,1.778
36315036,3519,-1,0,34,33,168,232,0.053,-3.400
36318360,3528,-2,0,-16,-18,218,182,0.071,1.778
36338244,3538,-3,0,0,-3,203,197,0.079,-0.000
36341552,3529,-2,0,16,14,187,213,0.069,1.778
36358156,3500,0,0,-131,-131,255,69,0.000,-4.517
36361460,3362,13,0,248,261,0,255,0.094,1.797
36381440,2837,66,0,115,181,19,255,0.100,0.219
36384764,2763,73,0,133,206,0,255,0.099,1.797
36404700,2832,66,0,-142,-76,255,125,0.099,2.058
36408024,2862,63,0,-54,9,191,209,0.099,1.800
36424652,3130,37,0,-57,-20,220,180,0.100,0.213
36427980,3315,18,0,-333,-315,255,0,0.097,1.800
36451248,3521,-2,0,18,16,185,215,0.095,-0.087
36454572,3500,0,0,37,37,163,237,0.000,1.762
36474420,3541,-4,0,7,3,197,203,0.098,-0.171
36477728,3554,-5,0,-23,-28,228,172,0.093,1.769
36494260,3450,5,0,133,138,62,255,0.100,1.279
36497572,3407,9,0,77,86,114,255,0.097,1.791
36517444,3164,33,0,106,139,61,255,0.098,0.436
36520756,3141,35,0,41,76,123,255,0.097,1.783
36540668,3176,32,0,-70,-38,237,163,0.099,2.000
36543980,3200,30,0,-43,-13,213,187,0.100,1.792
36560528,3420,8,0,-279,-271,255,0,0.100,1.268
36563856,3489,1,0,-124,-123,255,77,0.091,1.797
36587048,3174,32,0,86,118,81,255,0.098,0.273
36590356,3098,40,0,136,176,23,255,0.100,1.789
36593676,2919,58,0,322,380,0,255,0.100,1.799
36606900,2533,96,0,-32,64,136,255,0.099,-0.083
36610204,2557,94,0,-43,51,149,251,0.100,1.792
36630096,1731,176,0,252,428,0,255,0.099,0.305
36633388,1550,195,0,325,520,0,255,0.100,1.796
36649912,1409,209,0,99,308,0,255,0.100,0.702
36653220,1335,216,0,133,349,0,255,0.100,1.797
36676548,613,288,0,147,435,0,255,0.100,0.204
36679900,561,293,0,93,386,0,255,0.100,1.788
36683200,504,299,0,102,401,0,255,0.100,1.789
36696444,482,301,0,19,320,0,255,0.100,0.864
36699740,469,303,0,23,326,0,255,0.100,1.769
36739452,420,308,0,12,320,0,255,0.100,0.245
36742748,397,310,0,41,351,0,255,0.100,1.783
36765900,118,338,0,417,755,0,255,0.100,1.495
36769216,244,325,0,-226,99,102,255,0.100,1.794
36772524,80,342,0,295,637,0,255,0.100,1.799
36789116,0,350,0,0,350,0,255,0.100,0.000
36792432,57,344,0,-102,242,0,255,0.100,1.789
36795748,57,344,0,0,344,0,255,0.100,0.000
36809040,79,342,0,34,376,0,255,0.100,-1.545
36812364,101,339,0,-39,300,0,255,0.100,1.773
36815684,82,341,0,34,375,0,255,0.100,1.789
36832296,0,350,0,0,350,0,255,0.100,0.000
36835608,0,350,0,0,350,0,255,0.100,0.000
36838920,0,350,0,0,350,0,255,0.100,0.000
36852192,206,329,0,-120,209,0,255,0.100,0.583
36855508,266,323,0,-108,215,0,255,0.100,1.800
36858824,251,324,0,27,351,0,255,0.100,1.800
36875340,493,300,0,-41,259,0,255,0.100,0.169
36878688,500,300,0,-12,288,0,255,0.100,1.714
36882032,488,301,0,21,322,0,255,0.100,1.750
36901912,500,300,0,0,300,0,255,0.100,-0.000
36905244,544,295,0,-79,216,0,255,0.100,1.795
36908580,612,288,0,-122,166,34,255,0.100,1.794
36921852,1279,222,0,-343,-121,255,79,0.100,0.514
36925184,1398,210,0,-214,-4,204,196,0.100,1.798
36928520,1435,206,0,-66,140,61,255,0.100,1.784
36945160,1528,197,0,-167,30,171,229,0.100,1.796
36948480,1678,182,0,-270,-88,255,113,0.100,1.800
36951808,2037,146,0,-646,-500,255,0,0.100,1.799
36965148,2500,100,0,-81,19,181,219,0.100,0.175
36968428,2420,108,0,144,252,0,255,0.100,1.800
36971764,2274,122,0,262,384,0,255,0.100,1.795
36988432,2487,101,0,10,111,88,255,0.100,-0.047
36991720,2494,100,0,-12,88,112,255,0.099,1.714
36995012,2498,100,0,-7,93,107,255,0.100,1.750
37011628,2468,103,0,12,115,85,255,0.100,0.400
37014960,2462,103,0,10,113,86,255,0.099,1.667
37018248,2463,103,0,-1,102,99,255,0.099,1.000
37034788,2500,100,0,-34,66,135,255,0.100,0.919
37038072,2499,100,0,1,101,99,255,0.100,1.000
37041412,2487,101,0,21,122,78,255,0.100,1.750
37054604,2456,104,0,34,138,62,255,0.100,1.097
37057892,2428,107,0,50,157,43,255,0.100,1.786
37061184,2435,106,0,-12,94,107,255,0.100,1.714
37077704,2500,100,0,0,100,100,255,0.100,-0.000
37080980,2500,100,0,0,100,100,255,0.100,0.000
37084308,2500,100,0,0,100,100,255,0.100,0.000
37104148,3361,13,0,-475,-462,255,0,0.094,0.552
37107452,3500,0,0,-250,-250,255,0,0.000,1.799
37110728,3500,0,0,0,0,200,200,0.000,0.000
37123968,3345,15,0,279,294,0,255,0.097,1.800
37127312,3487,1,0,-255,-254,255,0,0.077,1.796
37130648,3499,0,0,-21,-21,221,179,0.000,1.750
37147168,3493,0,0,0,0,200,200,0.000,0.000
37150432,3500,0,0,-12,-12,212,188,0.000,1.714
37153700,3500,0,0,0,0,200,200,0.000,0.000
37170228,3118,38,0,349,387,0,255,0.099,0.914
37173544,2959,54,0,286,340,0,255,0.100,1.799
37176860,2793,70,0,298,368,0,255,0.099,1.795
37193384,2500,100,0,10,110,90,255,0.100,0.034
37196668,2500,100,0,0,100,100,255,0.100,0.000
37199944,2500,100,0,0,100,100,255,0.100,0.000
37213128,2500,100,0,0,100,100,255,0.100,0.000
37216456,2500,100,0,0,100,100,255,0.100,0.000
37219776,2500,100,0,0,100,100,255,0.100,0.000
