Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R
14954640,3505,0,0,0,0,200,200
14957964,3525,-3,0,-10,-13,213,187
14974456,3025,71,0,161,232,0,255
14977768,2712,118,0,156,274,0,255
14981076,2545,143,0,83,226,0,255
14997560,2493,151,0,-3,148,53,255
15000860,2442,158,0,25,183,16,255
15004152,2390,166,0,26,192,8,255
15020740,1551,292,0,59,351,0,255
15024036,1500,300,0,25,325,0,255
15027340,1499,300,0,0,300,0,255
15043856,1469,304,0,-9,295,0,255
15047204,1524,296,0,-27,269,0,255
15050500,1524,296,0,0,296,0,255
15067000,963,380,0,85,465,0,255
15070336,1128,355,0,-82,273,0,255
15073664,818,402,0,155,557,0,255
15090356,692,421,0,-33,388,0,255
15093656,631,430,0,30,460,0,255
15096960,509,448,0,61,509,0,255
15110212,546,443,0,21,464,0,255
15113552,541,443,0,2,445,0,255
15116900,469,454,0,36,490,0,255
15133512,546,443,0,18,461,0,255
15136812,517,447,0,14,461,0,255
15140156,586,437,0,-34,403,0,255
15156792,533,445,0,-52,393,0,255
15160096,515,447,0,9,456,0,255
15163404,487,451,0,14,465,0,255
15179956,544,443,0,3,446,0,255
15183272,311,478,0,116,594,0,255
15186580,326,476,0,-7,469,0,255
15199836,991,376,0,-86,290,0,255
15203144,622,431,0,184,615,0,255
15206456,619,432,0,1,433,0,255
15222964,650,427,0,-54,373,0,255
15226264,968,379,0,-159,220,0,255
15229612,872,394,0,48,442,0,255
15246252,1176,348,0,-93,255,0,255
15249608,992,376,0,92,468,0,255
15252964,555,441,0,218,659,0,255
15269484,1315,327,0,-108,219,0,255
15272796,1439,309,0,-62,247,0,255
15276108,1527,295,0,-44,251,0,255
15289328,1491,301,0,7,308,0,255
15292648,1491,301,0,0,301,0,255
15295944,1550,292,0,-29,263,0,255
15312500,2448,157,0,-14,143,57,255
15315808,2459,156,0,-5,151,50,255
15319120,2474,153,0,-7,146,54,255
15335676,3378,18,0,-199,-181,255,19
15338988,3452,7,0,-37,-30,229,171
15342296,3497,0,0,-22,-22,222,178
15362152,4099,-89,0,-148,-237,255,0
15365480,4308,-121,0,-104,-225,255,0
15378728,4483,-147,0,-4,-151,255,49
15382032,4484,-147,0,0,-147,255,52
15385340,4491,-148,0,-3,-151,255,48
15401936,4910,-211,0,-57,-268,255,0
15405272,5000,-225,0,-45,-270,255,0
15408604,5096,-239,0,-48,-287,255,0
15428584,5269,-265,0,0,-265,255,0
15431916,5227,-259,0,21,-238,255,0
15451864,4757,-188,0,62,-126,255,74
15455184,4631,-169,0,63,-106,255,94
15468428,4464,-144,0,1,-143,255,57
15471748,4482,-147,0,-9,-156,255,44
15475056,4455,-143,0,13,-130,255,71
15494972,3541,-6,0,86,80,120,255
15498288,3523,-3,0,9,6,195,205
15518196,2624,131,0,233,364,0,255
15521516,2491,151,0,66,217,0,255
15541384,2281,182,0,68,250,0,255
15544700,2028,220,0,126,346,0,255
15561304,1499,300,0,0,300,0,255
15564604,1499,300,0,0,300,0,255
15584480,1480,303,0,0,303,0,255
15587792,1491,301,0,-5,296,0,255
15607652,1622,281,0,-42,239,0,255
15610976,1655,276,0,-16,260,0,255
15630884,2443,158,0,-47,111,89,255
15634192,2462,155,0,-9,146,54,255
15654080,3350,22,0,-132,-110,255,91
15657400,3402,14,0,-26,-12,211,189
15673960,3869,-55,0,-124,-179,255,21
15677288,4074,-86,0,-102,-188,255,12
15697188,4531,-154,0,-25,-179,255,21
15700504,4713,-181,0,-91,-272,255,0
15720472,5419,-287,0,0,-287,255,0
15723796,5485,-297,0,-33,-330,255,0
15740412,5448,-292,0,-10,-302,255,0
15743740,5485,-297,0,-18,-315,255,0
15763676,5487,-298,0,0,-298,255,0
15766992,5515,-302,0,-14,-316,255,0
15786932,5000,-225,0,81,-144,255,57
15790256,4831,-199,0,84,-115,255,85
15810108,4485,-147,0,11,-136,255,64
15813408,4331,-124,0,77,-47,247,153
15833248,3537,-5,0,-9,-14,215,185
15836540,3506,0,0,15,15,186,214
15856376,2492,151,0,-10,141,60,255
15859668,2438,159,0,27,186,14,255
15862972,2450,157,0,-6,151,49,255
15876224,1532,295,0,134,429,0,255
15879524,1487,301,0,22,323,0,255
15899416,1456,306,0,1,307,0,255
15902728,1462,305,0,-3,302,0,255
15922620,1306,329,0,38,367,0,255
15925944,1234,339,0,36,375,0,255
15929256,1174,348,0,30,378,0,255
15945856,1414,312,0,-17,295,0,255
15949172,1377,318,0,18,336,0,255
15952476,1404,314,0,-13,301,0,255
15965708,1437,309,0,-8,301,0,255
15969012,1428,310,0,4,314,0,255
15988828,1448,307,0,3,310,0,255
15992136,1455,306,0,-3,303,0,255
15995448,1450,307,0,2,309,0,255
16011980,1796,255,0,-57,198,2,255
16015268,1958,231,0,-81,150,50,255
16018576,2182,197,0,-112,85,115,255
16035096,2462,155,0,11,166,34,255
16038400,2464,155,0,-1,154,46,255
16041704,2604,134,0,-70,64,136,255
16054916,2597,135,0,-52,83,118,255
16058224,3162,50,0,-282,-232,255,0
16061552,3194,45,0,-16,29,171,229
16081492,3389,16,0,58,74,126,255
16084780,3388,16,0,0,16,183,217
16088072,3500,0,0,-56,-56,255,144
16104640,3512,-1,0,0,-1,202,198
16107976,3511,-1,0,0,-1,201,199
16111268,3505,0,0,3,3,198,202
16124500,3499,0,0,-3,-3,202,198
16127792,3523,-3,0,-12,-15,215,185
16131088,3449,7,0,37,44,156,244
16147728,2836,99,0,99,198,2,255
16151052,2661,125,0,87,212,0,255
16154388,2561,140,0,50,190,10,255
16167660,1949,232,0,62,294,0,255
16170980,1847,247,0,51,298,0,255
16174312,1624,281,0,111,392,0,255
16194252,822,401,0,37,438,0,255
16197580,692,421,0,65,486,0,255
16200920,587,436,0,52,488,0,255
16214168,415,462,0,-8,454,0,255
16217476,400,465,0,7,472,0,255
16220780,317,477,0,41,518,0,255
16237356,0,525,0,0,525,0,255
16240676,0,525,0,0,525,0,255
16243992,0,525,0,0,525,0,255
16257268,0,525,0,0,525,0,255
16260580,0,525,0,0,525,0,255
16263892,0,525,0,0,525,0,255
16307020,0,525,0,0,525,0,255
16310336,0,525,0,0,525,0,255
16313648,115,507,0,-57,450,0,255
16326892,470,454,0,0,454,0,255
16330176,470,454,0,0,454,0,255
16333468,451,457,0,9,466,0,255
16350044,542,443,0,-21,422,0,255
16353360,899,390,0,-178,212,0,255
16356672,1361,320,0,-231,89,111,255
16369876,1511,298,0,-24,274,0,255
16373224,1517,297,0,-3,294,0,255
16376520,1562,290,0,-22,268,0,255
16393020,2450,157,0,19,176,24,255
16396316,2500,150,0,-25,125,75,255
16399648,2500,150,0,0,150,50,255
16416216,3462,5,0,0,5,195,205
16419548,3460,6,0,1,7,193,207
16422836,3462,5,0,-1,4,196,204
16439404,4402,-135,0,49,-86,255,114
16442740,4381,-132,0,10,-122,255,79
16446084,4460,-144,0,-39,-183,255,17
16462580,4995,-224,0,-121,-345,255,0
16465892,5205,-255,0,-105,-360,255,0
16469200,5317,-272,0,-56,-328,255,0
16482532,5312,-271,0,72,-199,255,1
16485868,5176,-251,0,68,-183,255,17
16489204,5500,-300,0,-162,-462,255,0
16505824,5450,-292,0,2,-290,255,0
16509176,5430,-289,0,10,-279,255,0
16512520,5447,-292,0,-8,-300,255,0
16529112,5087,-238,0,83,-155,255,46
16532420,4546,-156,0,270,114,87,255
16535744,4401,-135,0,72,-63,255,138
16555712,4500,-150,0,-29,-179,255,21
16558996,4316,-122,0,92,-30,230,170
16572204,3359,21,0,82,103,97,255
16575544,3461,5,0,-51,-46,245,155
16578880,3499,0,0,-19,-19,218,182
16595480,2500,150,0,3,153,47,255
16598764,2482,152,0,9,161,39,255
16602048,2443,158,0,19,177,22,255
16615264,1725,266,0,136,402,0,255
16618580,1548,292,0,88,380,0,255
16621876,1524,296,0,12,308,0,255
16638448,1512,298,0,-5,293,0,255
16641744,1474,303,0,19,322,0,255
16645044,1455,306,0,9,315,0,255
16668184,1441,308,0,-7,301,0,255
16671484,1475,303,0,-17,286,0,255
16688068,1517,297,0,-8,289,0,255
16691420,1523,296,0,-3,293,0,255
16711260,2382,167,0,-124,43,157,243
16714552,2450,157,0,-34,123,77,255
16734388,3006,74,0,-114,-40,239,161
16737700,3330,25,0,-162,-137,255,64
16757468,3904,-60,0,-88,-148,255,51
16760780,4242,-111,0,-169,-280,255,0
16780568,4648,-172,0,-59,-231,255,0
16783872,4808,-196,0,-80,-276,255,0
16800432,5376,-281,0,-14,-295,255,0
16803736,5433,-289,0,-28,-317,255,0
16843468,5197,-254,0,32,-222,255,0
16869964,4500,-150,0,0,-150,255,50
16873240,4500,-150,0,0,-150,255,50
16889732,3672,-25,0,115,90,111,255
16893036,3536,-5,0,68,63,138,255
16912864,2851,97,0,121,218,0,255
16916180,2571,139,0,140,279,0,255
16936068,2216,192,0,65,257,0,255
16939380,2040,219,0,88,307,0,255
16959224,1507,298,0,8,306,0,255
16962524,1499,300,0,4,304,0,255
16982392,1500,300,0,8,308,0,255
16985736,1488,301,0,6,307,0,255
16989032,1500,300,0,-6,294,0,255
17005576,1518,297,0,0,297,0,255
17008868,1531,295,0,-6,289,0,255
17012172,1594,285,0,-31,254,0,255
17025432,2167,199,0,-61,138,62,255
17028748,2312,178,0,-72,106,95,255
17048536,2675,123,0,-84,39,161,239
17051844,2936,84,0,-130,-46,245,155
17055164,3161,50,0,-112,-62,255,139
17068384,3537,-5,0,3,-2,202,198
17071676,3574,-11,0,-18,-29,229,171
17091500,4493,-148,0,-11,-159,255,40
17094844,4500,-150,0,-3,-153,255,47
17118044,5232,-259,0,-24,-283,255,0
17121364,5326,-273,0,-47,-320,255,0
17124672,5427,-289,0,-50,-339,255,0
17137920,5499,-299,0,-6,-305,255,0
17141268,5499,-299,0,0,-299,255,0
17144556,5481,-297,0,9,-288,255,0
17161100,5410,-286,0,17,-269,255,0
17164408,5367,-280,0,21,-259,255,0
17167712,5314,-272,0,26,-246,255,0
17184268,4834,-200,0,42,-158,255,43
17187580,4646,-171,0,94,-77,255,123
17190884,4567,-160,0,39,-121,255,80
17207352,4395,-134,0,37,-97,255,103
17210648,4258,-113,0,68,-45,245,155
17213952,4125,-93,0,66,-27,227,173
17230572,3539,-5,0,4,-1,201,199
17233904,3496,0,0,21,21,178,222
17237244,3414,12,0,41,53,147,253
17250504,2715,117,0,143,260,0,255
17253848,2434,159,0,140,299,0,255
17257184,2493,151,0,-29,122,79,255
17273696,1972,229,0,110,339,0,255
17277024,1720,267,0,126,393,0,255
17280340,1549,292,0,85,377,0,255
17293556,1506,299,0,0,299,0,255
17296852,1499,300,0,3,303,0,255
17300160,1499,300,0,0,300,0,255
17316672,1500,300,0,2,302,0,255
17319984,1499,300,0,0,300,0,255
17323284,1505,299,0,-3,296,0,255
17343112,1686,272,0,-64,208,0,255
17346424,1830,250,0,-72,178,22,255
17349744,1973,229,0,-71,158,43,255
17362984,2465,155,0,-12,143,57,255
17366284,2480,153,0,-7,146,55,255
17369580,2506,149,0,-13,136,64,255
17386120,3455,6,0,-149,-143,255,58
17389424,3499,0,0,-22,-22,221,179
17392724,3524,-3,0,-12,-15,216,184
17409236,4276,-116,0,-146,-262,255,0
17412548,4469,-145,0,-96,-241,255,0
17415840,4162,-99,0,153,54,146,254
17432320,4816,-197,0,-79,-276,255,0
17435640,4916,-212,0,-50,-262,255,0
17438964,5169,-250,0,-126,-376,255,0
17452184,5493,-298,0,-13,-311,255,0
17455484,5486,-297,0,3,-294,255,0
17458784,5486,-297,0,0,-297,255,0
17475264,5491,-298,0,4,-294,255,0
17478564,5505,-300,0,-7,-307,255,0
17481868,5479,-296,0,13,-283,255,0
17498404,5141,-246,0,48,-198,255,3
17501716,4934,-215,0,103,-112,255,89
17505032,4889,-208,0,22,-186,255,15
17521544,4474,-146,0,-15,-161,255,39
17524844,4474,-146,0,0,-146,255,54
17528128,4401,-135,0,36,-99,255,102
17541368,3632,-19,0,133,114,87,255
17544676,3593,-13,0,19,6,195,205
17547976,3540,-6,0,26,20,180,220
17564500,2886,92,0,117,209,0,255
17567828,2725,116,0,80,196,4,255
17571116,2756,111,0,-15,96,104,255
17587612,2272,184,0,58,242,0,255
17590924,2150,202,0,61,263,0,255
17594248,2059,216,0,45,261,0,255
17614160,1560,291,0,-2,289,0,255
17617480,1568,289,0,-4,285,0,255
17630760,1559,291,0,0,291,0,255
17634076,1560,291,0,0,291,0,255
17637388,1577,288,0,-8,280,0,255
17653976,2080,213,0,-71,142,58,255
17657292,2142,203,0,-31,172,28,255
17660608,2290,181,0,-74,107,93,255
17680432,2541,143,0,-24,119,81,255
17683736,2566,140,0,-12,128,73,255
17703600,3537,-5,0,-46,-51,251,149
17706888,3521,-3,0,8,5,196,204
17726752,4195,-104,0,-8,-112,255,88
17730056,4481,-147,0,-143,-290,255,0
17746600,4932,-214,0,-22,-236,255,0
17749920,5132,-244,0,-100,-344,255,0
17769772,5444,-291,0,0,-291,255,0
17773076,5453,-292,0,-4,-296,255,0
17792928,5445,-291,0,0,-291,255,0
17796236,5454,-293,0,-4,-297,255,0
17816092,4934,-215,0,69,-146,255,54
17819404,4860,-204,0,37,-167,255,33
17839232,4401,-135,0,21,-114,255,86
17842532,4263,-114,0,69,-45,245,155
17859080,3526,-3,0,4,1,200,200
17862376,3477,3,0,24,27,173,227
17882256,2478,153,0,6,159,41,255
17885556,2469,154,0,4,158,41,255
17905456,1696,270,0,92,362,0,255
17908780,1524,296,0,86,382,0,255
17928652,1499,300,0,0,300,0,255
17931952,1491,301,0,4,305,0,255
17951852,1492,301,0,7,308,0,255
17955164,1483,302,0,4,306,0,255
17971736,1524,296,0,-12,284,0,255
17975052,1668,274,0,-72,202,0,255
17994956,2443,158,0,-24,134,66,255
17998260,2478,153,0,-17,136,65,255
18014800,3009,73,0,-74,-1,200,200
18018124,3338,24,0,-164,-140,255,60
18041288,4273,-115,0,-163,-278,255,0
18044608,4416,-137,0,-71,-208,255,0
18047912,4479,-146,0,-31,-177,255,22
18064456,4936,-215,0,-35,-250,255,0
18067776,5176,-251,0,-120,-371,255,0
18071092,5319,-272,0,-71,-343,255,0
18084320,5491,-298,0,4,-294,255,0
18087624,5484,-297,0,3,-294,255,0
18107464,5184,-252,0,149,-103,255,97
18110760,5463,-294,0,-139,-433,255,0
18114064,5471,-295,0,-4,-299,255,0
18130588,5385,-282,0,22,-260,255,0
18133892,5300,-270,0,42,-228,255,0
18137212,5155,-248,0,72,-176,255,25
18153780,4199,-104,0,46,-58,255,142
18157084,4202,-105,0,-1,-106,255,94
18160392,4230,-109,0,-14,-123,255,77
18173636,3690,-28,0,53,25,176,224
18176952,3809,-46,0,-59,-105,255,95
18180272,3411,13,0,199,212,0,255
18196788,3034,69,0,161,230,0,255
18200116,2908,88,0,63,151,49,255
18203436,2676,123,0,116,239,0,255
18219980,2383,167,0,54,221,0,255
18223296,2229,190,0,77,267,0,255
18226616,2060,216,0,84,300,0,255
18243228,1564,290,0,34,324,0,255
18246540,1538,294,0,13,307,0,255
18249856,1531,295,0,3,298,0,255
18266432,1515,297,0,-3,294,0,255
18269748,1530,295,0,-7,288,0,255
18273060,1523,296,0,3,299,0,255
18289620,1830,250,0,-39,211,0,255
18292940,1891,241,0,-30,211,0,255
18296264,1943,233,0,-26,207,0,255
18309536,2500,150,0,-114,36,164,236
18312864,2457,156,0,21,177,23,255
18316148,2494,150,0,-18,132,68,255
18332676,2530,145,0,-18,127,73,255
18335968,2487,151,0,21,172,27,255
18339304,2481,152,0,3,155,45,255
18379032,3403,14,0,-44,-30,229,171
18382368,3454,6,0,-25,-19,218,182
18385656,3500,0,0,-23,-23,223,177
18398900,3500,0,0,-69,-69,255,131
18402220,3361,20,0,69,89,110,255
18405556,3501,0,0,-70,-70,255,130
18422100,3506,0,0,51,51,150,250
18425432,3536,-5,0,-15,-20,220,180
18428720,3512,-1,0,12,11,190,210
18445176,3525,-3,0,-6,-9,210,190
18448480,3525,-3,0,0,-3,203,197
18451764,3531,-4,0,-3,-7,207,193
18468252,3506,0,0,10,10,191,209
18471544,3506,0,0,0,0,200,200
18474824,3498,0,0,4,4,196,204
18488040,2625,131,0,150,281,0,255
18491344,2504,149,0,60,209,0,255
18494652,2443,158,0,30,188,11,255
18514488,1770,259,0,90,349,0,255
18517780,1696,270,0,37,307,0,255
18521072,1528,295,0,84,379,0,255
18534384,889,391,0,14,405,0,255
18537716,829,400,0,30,430,0,255
18541048,655,426,0,87,513,0,255
18557588,391,466,0,19,485,0,255
18560892,286,482,0,52,534,0,255
18564208,228,490,0,29,519,0,255
18577496,57,516,0,0,516,0,255
18580808,0,525,0,28,553,0,255
18584140,0,525,0,0,525,0,255
18600428,0,525,0,0,525,0,255
18603680,0,525,0,0,525,0,255
18606928,0,525,0,0,525,0,255
18623180,0,525,0,0,525,0,255
18626424,0,525,0,0,525,0,255
18629672,0,525,0,0,525,0,255
18645924,0,525,0,0,525,0,255
18649176,0,525,0,0,525,0,255
18652424,0,525,0,0,525,0,255
18671908,0,525,0,0,525,0,255
18675152,0,525,0,0,525,0,255
525,0,525,0,0,525,0,0
18694636,0,525,0,0,525,0,255
18697880,0,525,0,0,525,0,255
525,0,525,0,0,525,0,0
18717356,0,525,0,0,525,0,255
18720600,0,525,0,0,525,0,255
18740160,0,525,0,0,525,0,255
18743412,0,525,0,0,525,0,255
18763108,0,525,0,0,525,0,255
18766412,0,525,0,0,525,0,255
18782968,115,507,0,-20,487,0,255
18786284,285,482,0,-85,397,0,255
18806144,475,453,0,0,453,0,255
18809436,719,417,0,-122,295,0,255
18829308,1499,300,0,0,300,0,255
18832612,1532,295,0,-16,279,0,255
18849140,2467,154,0,-3,151,49,255
18852436,2480,153,0,-6,147,54,255
18872264,3530,-4,0,0,-4,204,196
18875560,3542,-6,0,-6,-12,212,188
18895412,4469,-145,0,0,-145,255,55
18898696,4500,-150,0,-15,-165,255,35
18918532,5459,-293,0,-66,-359,255,0
18921828,5488,-298,0,-14,-312,255,0
18941760,5523,-303,0,-2,-305,255,0
18945064,5536,-305,0,-6,-311,255,0
18964864,5483,-297,0,14,-283,255,0
18968216,5512,-301,0,-14,-315,255,0
18971512,5500,-300,0,6,-294,255,0
18984752,5459,-293,0,7,-286,255,0
18988060,5412,-286,0,23,-263,255,0
19007892,4569,-160,0,4,-156,255,45
19011192,4506,-150,0,31,-119,255,81
19030996,3613,-16,0,92,76,125,255
19034300,3543,-6,0,35,29,172,228
19037588,3532,-4,0,5,1,200,200
19054124,2529,145,0,99,244,0,255
19057424,2478,153,0,25,178,22,255
19060720,2479,153,0,0,153,48,255
19077272,1858,246,0,95,341,0,255
19080596,1661,275,0,98,373,0,255
19083916,1544,293,0,58,351,0,255
19097140,1499,300,0,0,300,0,255
19100432,1475,303,0,12,315,0,255
19103732,1493,301,0,-9,292,0,255
19120260,1499,300,0,0,300,0,255
19123556,1492,301,0,3,304,0,255
19126860,1499,300,0,-3,297,0,255
19143404,1543,293,0,-15,278,0,255
19146712,1630,280,0,-43,237,0,255
19150028,1753,262,0,-61,201,0,255
19163300,2426,161,0,-92,69,131,255
19166604,2493,151,0,-33,118,83,255
19169904,2524,146,0,-15,131,70,255
19189752,3247,37,0,-171,-134,255,67
19193072,3458,6,0,-105,-99,255,101
19196376,3526,-3,0,-34,-37,237,163
19212884,4008,-76,0,-114,-190,255,10
19216204,4282,-117,0,-137,-254,255,0
19219524,4454,-143,0,-86,-229,255,0
19232716,4547,-157,0,-38,-195,255,5
19236024,4719,-182,0,-86,-268,255,0
19239344,4881,-207,0,-81,-288,255,0
19255912,5476,-296,0,-105,-401,255,0
19259216,5483,-297,0,-3,-300,255,0
19262528,5498,-299,0,-7,-306,255,0
19279060,5463,-294,0,-5,-299,255,0
19282368,5436,-290,0,13,-277,255,0
19285672,5429,-289,0,3,-286,255,0
19302248,5469,-295,0,15,-280,255,0
19305552,5367,-280,0,51,-229,255,0
19308856,5484,-297,0,-58,-355,255,0
19325384,5261,-264,0,52,-212,255,0
19328700,5154,-248,0,53,-195,255,6
19332012,4931,-214,0,111,-103,255,97
19345232,4342,-126,0,42,-84,255,117
19348536,4469,-145,0,-63,-208,255,0
19351880,4299,-119,0,85,-34,234,166
19368388,3524,-3,0,-3,-6,207,193
19371680,3213,43,0,155,198,2,255
19374992,2549,142,0,332,474,0,255
19391484,1649,277,0,244,521,0,255
19394832,1486,302,0,81,383,0,255
19398132,1500,300,0,-7,293,0,255
19414688,528,445,0,-42,403,0,255
19417992,605,434,0,-38,396,0,255
19421304,439,459,0,83,542,0,255
19437860,193,496,0,-59,437,0,255
19441180,0,525,0,96,621,0,255
19444496,0,525,0,0,525,0,255
19457728,0,525,0,0,525,0,255
19461048,0,525,0,0,525,0,255
19464376,0,525,0,0,525,0,255
19480956,273,484,0,-10,474,0,255
19484284,0,525,0,136,661,0,255
19487604,0,525,0,0,525,0,255
19504168,360,471,0,-180,291,0,255
19507488,357,471,0,1,472,0,255
19510808,0,525,0,178,703,0,255
19524048,0,525,0,0,525,0,255
19527348,0,525,0,0,525,0,255
19530652,0,525,0,0,525,0,255
19547220,0,525,0,222,747,0,255
19550536,0,525,0,0,525,0,255
19553844,0,525,0,0,525,0,255
19570428,203,494,0,-33,461,0,255
19573744,295,480,0,-46,434,0,255
19577060,414,462,0,-59,403,0,255
19590356,493,451,0,0,451,0,255
19593688,482,452,0,5,457,0,255
19596984,482,452,0,0,452,0,255
19613592,792,406,0,-11,395,0,255
19616944,738,414,0,27,441,0,255
19620284,970,379,0,-116,263,0,255
19636924,1419,312,0,-48,264,0,255
19640224,1457,306,0,-19,287,0,255
19643532,1460,306,0,-1,305,0,255
19663336,1855,246,0,-103,143,57,255
19666628,2196,195,0,-170,25,175,225
19679816,2439,159,0,0,159,42,255
19683116,2448,157,0,-4,153,47,255
19686420,2447,157,0,0,157,42,255
19709568,3174,48,0,-95,-47,246,154
19712860,3280,33,0,-53,-20,220,180
19729356,3539,-5,0,-20,-25,225,175
19732656,3537,-5,0,1,-4,204,196
19752460,3512,-1,0,6,5,196,204
19755748,3519,-2,0,-3,-5,206,194
19775596,3542,-6,0,-12,-18,218,182
19778884,3550,-7,0,-4,-11,211,189
