Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R
17218144,3000,50,0,0,50,150,250
17221460,3000,50,0,0,50,150,250
17234764,3271,22,0,-181,-159,255,42
17238092,3410,9,0,-250,-241,255,0
17241408,3483,1,0,-131,-130,255,71
17264556,3077,42,0,612,654,0,255
17267880,2639,86,0,788,874,0,255
17307560,1493,200,0,21,221,0,255
17310912,1487,201,0,10,211,0,255
17330712,1254,224,0,354,578,0,255
17334020,833,266,0,757,1023,0,255
17350612,504,299,0,50,349,0,255
17353912,498,300,0,10,310,0,255
17400084,466,303,0,-97,206,0,255
17403392,499,300,0,-59,241,0,255
17423220,661,283,0,0,283,0,255
17426520,681,281,0,-36,245,0,255
17443220,845,265,0,-1,264,0,255
17446560,866,263,0,-37,226,0,255
17466588,914,258,0,-30,228,0,255
17469924,914,258,0,0,258,0,255
17489908,1080,242,0,-91,151,50,255
17493204,1160,234,0,-144,90,110,255
17509716,1422,207,0,-95,112,88,255
17513016,1500,200,0,-140,60,141,255
17532848,1492,200,0,0,200,0,255
17536152,1563,193,0,-127,66,135,255
17555960,1936,156,0,-241,-85,255,116
17559256,2088,141,0,-273,-132,255,68
17575772,2453,104,0,-1,103,98,255
17579096,2453,104,0,0,104,96,255
17602252,2462,103,0,14,117,82,255
17605568,2484,101,0,-39,62,138,255
17608880,2461,103,0,41,144,55,255
17622104,2456,104,0,25,129,71,255
17625408,2486,101,0,-54,47,153,247
17645228,2500,100,0,-14,86,115,255
17648540,2575,92,0,-135,-43,242,158
17651856,2507,99,0,122,221,0,255
17668372,2493,100,0,-14,86,114,255
17671676,2492,100,0,1,101,98,255
17674988,2500,100,0,-14,86,115,255
17688216,2735,76,0,-253,-177,255,23
17691540,2983,51,0,-446,-395,255,0
17714728,3526,-2,0,-12,-14,215,185
17718024,3540,-4,0,-25,-29,229,171
17721324,3538,-3,0,3,0,200,200
17737836,3532,-3,0,1,-2,201,199
17741136,3525,-2,0,12,10,190,210
17744428,3526,-2,0,-1,-3,204,196
17757596,3532,-3,0,-10,-13,213,187
17760896,3532,-3,0,0,-3,203,197
17764188,3520,-2,0,21,19,181,219
17780712,3467,3,0,68,71,129,255
17784024,3411,8,0,100,108,91,255
17787332,3329,17,0,147,164,36,255
17800608,2907,59,0,394,453,0,255
17803936,2860,64,0,84,148,52,255
17807264,2738,76,0,219,295,0,255
17827172,2616,88,0,0,88,112,255
17830476,2615,88,0,1,89,110,255
17833792,2618,88,0,-5,83,118,255
17850400,2933,56,0,-183,-127,255,74
17853720,3096,40,0,-293,-253,255,0
17857048,3172,32,0,-136,-104,255,96
17870304,3498,0,0,-88,-88,255,112
17873604,3527,-2,0,-52,-54,254,146
17876908,3528,-2,0,-1,-3,204,196
17893416,3521,-2,0,-82,-84,255,116
17896724,3527,-2,0,-10,-12,213,187
17900028,3519,-1,0,14,13,188,212
17916516,3408,9,0,93,102,98,255
17919824,3310,19,0,176,195,5,255
17923148,3224,27,0,154,181,18,255
17936472,2743,75,0,266,341,0,255
17939804,2692,80,0,91,171,28,255
17943124,2624,87,0,122,209,0,255
17963020,2604,89,0,-32,57,143,255
17966332,2693,80,0,-160,-80,255,121
17969656,2749,75,0,-100,-25,225,175
17982972,3139,36,0,-250,-214,255,0
17986300,3295,20,0,-280,-260,255,0
17989628,3377,12,0,-147,-135,255,65
18006176,3513,-1,0,0,-1,201,199
18009472,3513,-1,0,0,-1,201,199
18012772,3505,0,0,14,14,187,213
18029332,3506,0,0,12,12,189,211
18032648,3480,2,0,46,48,152,248
18035952,3424,7,0,100,107,92,255
18052484,3418,8,0,52,60,140,255
18055796,3383,11,0,63,74,126,255
18059108,3362,13,0,37,50,149,251
18072424,2979,52,0,270,322,0,255
18075760,2858,64,0,217,281,0,255
18079084,2641,85,0,390,475,0,255
18095596,2474,102,0,1,103,96,255
18098892,2467,103,0,12,115,85,255
18102188,2481,101,0,-25,76,124,255
18115380,2449,105,0,1,106,94,255
18118696,2439,106,0,18,124,76,255
18122000,2432,106,0,12,118,81,255
18138568,1816,168,0,199,367,0,255
18141884,1672,182,0,259,441,0,255
18145192,1624,187,0,86,273,0,255
18161728,1470,203,0,-100,103,98,255
18165028,1442,205,0,50,255,0,255
18168328,1449,205,0,-12,193,8,255
18184808,1454,204,0,82,286,0,255
18188116,1421,207,0,59,266,0,255
18191428,1462,203,0,-73,130,70,255
18204620,1512,198,0,-10,188,12,255
18207968,1481,201,0,55,256,0,255
18211316,1487,201,0,-10,191,10,255
18234408,1456,204,0,0,204,0,255
18237696,1481,201,0,-45,156,44,255
18250916,1494,200,0,-23,177,23,255
18254204,1493,200,0,1,201,0,255
18257556,1505,199,0,-21,178,23,255
18277424,1626,187,0,-86,101,99,255
18280768,1656,184,0,-54,130,70,255
18300792,2261,123,0,396,519,0,255
18304100,2293,120,0,-57,63,137,255
18323948,2309,119,0,84,203,0,255
18327256,2276,122,0,59,181,19,255
18347200,1730,177,0,136,313,0,255
18350540,1655,184,0,135,319,0,255
18367028,1471,202,0,169,371,0,255
18370324,1371,212,0,180,392,0,255
18390272,1069,243,0,5,248,0,255
18393600,1041,245,0,50,295,0,255
18413592,1193,230,0,-73,157,44,255
18416924,1249,225,0,-100,125,76,255
18433476,1492,200,0,37,237,0,255
18436768,1493,200,0,-1,199,2,255
18456584,1454,204,0,-23,181,19,255
18459888,1463,203,0,-16,187,13,255
18479680,1932,156,0,-419,-263,255,0
18483000,2178,132,0,-442,-310,255,0
18499520,2523,97,0,-54,43,157,243
18502824,2562,93,0,-70,23,177,223
18522620,2424,107,0,70,177,23,255
18525924,2483,101,0,-106,-5,204,196
18549056,2507,99,0,-25,74,126,255
18552356,2467,103,0,72,175,25,255
18568908,2791,70,0,-99,-29,228,172
18572224,2932,56,0,-253,-197,255,4
18592132,3303,19,0,10,29,170,230
18595440,3233,26,0,126,152,48,255
18612012,3186,31,0,160,191,9,255
18615336,3076,42,0,198,240,0,255
18638536,2513,98,0,70,168,32,255
18641836,2507,99,0,10,109,90,255
18645144,2481,101,0,46,147,52,255
18661668,2487,101,0,-32,69,132,255
18665012,2493,100,0,-10,90,111,255
18668300,2500,100,0,-12,88,113,255
18681528,2696,80,0,-176,-96,255,105
18684832,2760,74,0,-115,-41,241,159
18704752,3436,6,0,104,110,90,255
18708064,3351,14,0,153,167,33,255
18711364,3425,7,0,-133,-126,255,75
18724524,3494,0,0,10,10,189,211
18727812,3505,0,0,-19,-19,220,180
18750916,3492,0,0,97,97,102,255
18754208,3394,10,0,176,186,13,255
18757508,3312,18,0,147,165,34,255
18774116,2623,87,0,219,306,0,255
18777420,2539,96,0,151,247,0,255
18780720,2505,99,0,61,160,40,255
18793952,2487,101,0,-9,92,108,255
18797244,2505,99,0,-32,67,133,255
18800536,2500,100,0,9,109,91,255
18817032,2685,81,0,-178,-97,255,104
18820340,2766,73,0,-145,-72,255,128
18823652,2815,68,0,-88,-20,219,181
18836920,3369,13,0,-246,-233,255,0
18840228,3456,4,0,-156,-152,255,48
18843528,3492,0,0,-64,-64,255,137
18860052,3499,0,0,0,0,200,200
18863328,3512,-1,0,-23,-24,224,176
18866620,3499,0,0,23,23,177,223
18886424,3499,0,0,34,34,166,234
18889720,3439,6,0,108,114,86,255
18893024,3462,3,0,-41,-38,237,163
18906216,3537,-3,0,-1,-4,205,195
18909512,3536,-3,0,1,-2,201,199
18912804,3530,-3,0,10,7,193,207
18929360,3401,9,0,91,100,99,255
18932664,3314,18,0,156,174,25,255
18935972,3223,27,0,163,190,9,255
18949252,2860,64,0,219,283,0,255
18952568,2783,71,0,138,209,0,255
18955880,2740,76,0,77,153,47,255
18975752,2656,84,0,-30,54,147,253
18979060,2741,75,0,-153,-78,255,123
18982372,2844,65,0,-185,-120,255,81
18998956,3307,19,0,-142,-123,255,78
19002264,3409,9,0,-183,-174,255,26
19005568,3486,1,0,-138,-137,255,63
19018792,3531,-3,0,-14,-17,217,183
19022132,3524,-2,0,12,10,190,210
19025472,3530,-3,0,-10,-13,213,187
19041988,3517,-1,0,12,11,190,210
19045280,3512,-1,0,9,8,193,207
19048580,3499,0,0,23,23,177,223
19065084,3229,27,0,120,147,53,255
19068392,3141,35,0,158,193,6,255
19071700,3136,36,0,9,45,155,245
19088296,2888,61,0,52,113,87,255
19091620,2924,57,0,-64,-7,207,193
19094936,2963,53,0,-70,-17,216,184
19108196,3231,26,0,-225,-199,255,2
19111504,3320,18,0,-160,-142,255,58
19114808,3410,9,0,-162,-153,255,47
19131320,3500,0,0,10,10,190,210
19134648,3512,-1,0,-21,-22,222,178
19137988,3506,0,0,10,10,190,210
19154620,3517,-1,0,-9,-10,210,190
19157912,3512,-1,0,9,8,193,207
19161260,3506,0,0,10,10,190,210
19174596,3524,-2,0,-39,-41,242,158
19177940,3502,0,0,39,39,161,239
19181276,3552,-5,0,-90,-95,255,105
19197912,3831,-33,0,-565,-598,255,0
19201264,3766,-26,0,117,91,110,255
19204604,3594,-9,0,309,300,0,255
19221116,3427,7,0,10,17,182,218
19224420,3433,6,0,-10,-4,204,196
19227732,3440,6,0,-12,-6,206,194
19244244,3505,0,0,-12,-12,213,187
19247540,3519,-1,0,-25,-26,227,173
19250840,3600,-10,0,-145,-155,255,45
19264020,3532,-3,0,-14,-17,217,183
19267312,3520,-2,0,21,19,181,219
19270608,3532,-3,0,-21,-24,224,176
19287104,3526,-2,0,23,21,180,220
19290404,3512,-1,0,25,24,177,223
19293704,3527,-2,0,-27,-29,229,171
19310208,3554,-5,0,-37,-42,243,157
19313508,3540,-4,0,25,21,179,221
19316812,3505,0,0,63,63,138,255
19336604,3512,-1,0,23,22,178,222
19339900,3506,0,0,10,10,190,210
19353088,3532,-3,0,9,6,195,205
19356384,3532,-3,0,0,-3,203,197
19359672,3512,-1,0,36,35,166,234
19382728,3499,0,0,10,10,190,210
19386024,3512,-1,0,-23,-24,224,176
19405792,3493,0,0,10,10,189,211
19409088,3506,0,0,-23,-23,224,176
19425580,3539,-3,0,-48,-51,252,148
19428884,3524,-2,0,27,25,176,224
19448672,3533,-3,0,-37,-40,241,159
19451980,3555,-5,0,-39,-44,245,155
19471784,3537,-3,0,-10,-13,214,186
19475080,3525,-2,0,21,19,181,219
19494880,3524,-2,0,14,12,188,212
19498180,3512,-1,0,21,20,180,220
19518008,3531,-3,0,-1,-4,204,196
19521308,3529,-2,0,3,1,200,200
19537848,3531,-3,0,12,9,191,209
19541148,3543,-4,0,-21,-25,225,175
19560920,3543,-4,0,0,-4,204,196
19564204,3550,-5,0,-12,-17,217,183
19584020,3524,-2,0,21,19,181,219
19587312,3537,-3,0,-23,-26,227,173
19603812,3492,0,0,37,37,162,238
19607108,3499,0,0,-12,-12,212,188
19626896,3484,1,0,27,28,172,228
19630208,3477,2,0,12,14,186,214
19650032,3453,4,0,0,4,196,204
19653328,3444,5,0,16,21,179,221
19673168,3485,1,0,-3,-2,202,198
19676472,3485,1,0,0,1,199,201
19696276,3493,0,0,100,100,99,255
19699572,3534,-3,0,-73,-76,255,123
19702888,3506,0,0,50,50,151,249
19719408,3468,3,0,14,17,183,217
19722712,3451,4,0,30,34,165,235
19726016,3431,6,0,36,42,158,242
19739240,3362,13,0,68,81,118,255
19742560,3378,12,0,-28,-16,216,184
19762444,3438,6,0,-79,-73,255,127
19765752,3466,3,0,-50,-47,246,154
19769060,3484,1,0,-32,-31,230,170
19785544,3533,-3,0,-25,-28,228,172
19788852,3540,-4,0,-12,-16,216,184
19792152,3539,-3,0,1,-2,202,198
19808648,3524,-2,0,23,21,179,221
19811944,3512,-1,0,21,20,180,220
19815244,3516,-1,0,-7,-8,208,192
19828432,3499,0,0,10,10,190,210
19831736,3445,5,0,97,102,98,255
